Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
24/03/2023,24/03/2023,CHQ NO 957451 CLEARING,850.00,,2336931.89
25/03/2023,25/03/2023,UPI/DR/091543052850/PRAKASH RAO/ICIC0272108/prakash289@okhdfc,1250.00,,2335681.89
25/03/2023,25/03/2023,UPI/DR/98245540/DEEPA NAIR/ICIC0272108/deepa761@okhdfc,310.00,,2335371.89
25/03/2023,26/03/2023,UPI/DR/0824835007/TANVI RAO/ICIC0272108/tanvi822@okaxis,5200.00,,2330171.89
26/03/2023,26/03/2023,IMPS/P2P/902053431991/ANAND KUMAR/7962825323,,4800.00,2334971.89
26/03/2023,26/03/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,2336171.89
26/03/2023,27/03/2023,CHQ NO 117630 CLEARING,79.00,,2336092.89
27/03/2023,27/03/2023,UPI/DR/600461685461/GOPAL VERMA/ICIC0272108/gopal743@okaxis,7800.00,,2328292.89
28/03/2023,28/03/2023,UPI/DR/6944013066/SUSHMA RAO/ICIC0272108/sushma251@okhdfc,49.00,,2328243.89
28/03/2023,29/03/2023,IMPS/P2P/8164603492/RAMESH GOWDA/7027650903,,2500.00,2330743.89
28/03/2023,28/03/2023,UPI/DR/1643136540/GANESH KUMAR/ICIC0272108/ganesh619@ybl,2380.00,,2328363.89
29/03/2023,29/03/2023,UPI/DR/520192493277/ANAND KUMAR/ICIC0272108/anand83@oksbi,2380.00,,2325983.89
29/03/2023,29/03/2023,IMPS/P2P/4597711074/HARISH MENON/7952617173,,7600.00,2333583.89
29/03/2023,29/03/2023,ATM/WDL/061878133167/SBI ATM JAYANAGAR BLR,49.00,,2333534.89
29/03/2023,30/03/2023,UPI/CR/3877173614/HARISH MENON/ICIC0272108/harish860@okhdfc,,18500.00,2352034.89
30/03/2023,30/03/2023,UPI/DR/105505449933/SHAHID KHAN/ICIC0272108/shahid764@paytm,2380.00,,2349654.89
30/03/2023,30/03/2023,ATM/WDL/6853340030/HDFC ATM KORAMANGALA,120.00,,2349534.89
30/03/2023,30/03/2023,UPI/DR/15913285/REKHA PILLAI/ICIC0272108/rekha208@ybl,120.00,,2349414.89
30/03/2023,30/03/2023,ATM/WDL/5272943086/HDFC ATM KORAMANGALA,3499.00,,2345915.89
30/03/2023,30/03/2023,NEFT/325173971919/MOHAMMED IRFAN/ICIC0272108/47263222393634,,1200.00,2347115.89
30/03/2023,30/03/2023,NEFT/3472866350/LATHA MURTHY/ICIC0272108/69097285786228,,11200.00,2358315.89
31/03/2023,31/03/2023,UPI/DR/92226002/FARHAN KHAN/ICIC0272108/farhan637@okaxis,310.00,,2358005.89
31/03/2023,31/03/2023,NEFT/3452354624/SUNITA DEVI/ICIC0272108/56833038695626,,11200.00,2369205.89
01/04/2023,02/04/2023,UPI/DR/3989426680/MOHAN DAS/ICIC0272108/mohan856@okhdfc,310.00,,2368895.89
01/04/2023,02/04/2023,ATM/WDL/18221220/HDFC ATM KORAMANGALA,249.00,,2368646.89
01/04/2023,02/04/2023,IMPS/P2P/25564037/TANVI RAO/9078749615,,4800.00,2373446.89
02/04/2023,03/04/2023,CHQ NO 710145 CLEARING,449.00,,2372997.89
02/04/2023,02/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,2391497.89
02/04/2023,02/04/2023,IMPS/P2P/9475229606/USHA RANI/8547809333,,24000.00,2415497.89
03/04/2023,03/04/2023,UPI/DR/8040174123/BABU LAL/ICIC0272108/babu905@paytm,7800.00,,2407697.89
03/04/2023,03/04/2023,ATM/WDL/6517260320/SBI ATM JAYANAGAR BLR,3499.00,,2404198.89
04/04/2023,04/04/2023,IMPS/P2P/793902981154/SAVITHA DEVI/7493534397,,32000.00,2436198.89
04/04/2023,04/04/2023,UPI/CR/881967399658/KAVITHA RAO/ICIC0272108/kavitha636@okhdfc,,1200.00,2437398.89
04/04/2023,05/04/2023,UPI/DR/31144284/ARUN SHARMA/ICIC0272108/arun940@ybl,5200.00,,2432198.89
05/04/2023,06/04/2023,UPI/DR/629000737123/VINAY PATIL/ICIC0272108/vinay760@ybl,49.00,,2432149.89
05/04/2023,05/04/2023,NEFT/7701156289/RAJENDRA PRASAD/ICIC0272108/59609227806538,850.00,,2431299.89
05/04/2023,05/04/2023,UPI/DR/901130820777/CHANDAN SHARMA/ICIC0272108/chandan522@oksbi,999.00,,2430300.89
06/04/2023,06/04/2023,UPI/CR/18761580/RAJESH VERMA/ICIC0272108/rajesh324@okhdfc,,7600.00,2437900.89
06/04/2023,06/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2445500.89
06/04/2023,07/04/2023,UPI/DR/908128922198/DIVYA MENON/ICIC0272108/divya772@okhdfc,699.00,,2444801.89
06/04/2023,06/04/2023,UPI/CR/698819271161/VENKAT RAO/ICIC0272108/venkat964@oksbi,,4800.00,2449601.89
06/04/2023,06/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,2450101.89
07/04/2023,08/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2457701.89
07/04/2023,07/04/2023,UPI/DR/081508533970/SUSHMA RAO/ICIC0272108/sushma818@okaxis,449.00,,2457252.89
07/04/2023,07/04/2023,UPI/DR/90980182/GOPAL VERMA/ICIC0272108/gopal545@paytm,699.00,,2456553.89
07/04/2023,07/04/2023,NEFT/4934790453/RAVI KUMAR SHARMA/ICIC0272108/44453241628614,699.00,,2455854.89
07/04/2023,07/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2463454.89
08/04/2023,08/04/2023,CHQ NO 873637 CLEARING,699.00,,2462755.89
08/04/2023,09/04/2023,NEFT/120771956203/TARA SINGH/ICIC0272108/29933795562123,,1200.00,2463955.89
08/04/2023,09/04/2023,UPI/CR/224578399067/SHAHID KHAN/ICIC0272108/shahid689@ybl,,7600.00,2471555.89
08/04/2023,08/04/2023,IMPS/P2P/3643586267/TARA SINGH/8982378545,,11200.00,2482755.89
08/04/2023,08/04/2023,UPI/DR/264696237712/MOHAMMED IRFAN/ICIC0272108/mohammed808@ybl,699.00,,2482056.89
08/04/2023,08/04/2023,UPI/DR/86823505/DEEPAK JOSHI/ICIC0272108/deepak451@okaxis,699.00,,2481357.89
08/04/2023,09/04/2023,IMPS/P2P/71597599/MOHAMMED IRFAN/8351112749,,500.00,2481857.89
09/04/2023,10/04/2023,UPI/DR/019916341740/SUSHMA RAO/ICIC0272108/sushma743@okhdfc,699.00,,2481158.89
09/04/2023,09/04/2023,UPI/DR/630622530592/CHANDAN SHARMA/ICIC0272108/chandan625@ybl,449.00,,2480709.89
09/04/2023,10/04/2023,UPI/DR/7540570941/AYESHA KHAN/ICIC0272108/ayesha195@okhdfc,120.00,,2480589.89
09/04/2023,09/04/2023,CHQ NO 855017 CLEARING,999.00,,2479590.89
09/04/2023,09/04/2023,CHQ NO 814807 CLEARING,699.00,,2478891.89
09/04/2023,10/04/2023,IMPS/P2P/73758432/VENKAT RAO/7859581599,,7600.00,2486491.89
09/04/2023,09/04/2023,NEFT/59242122/VIKRAM NAIR/ICIC0272108/14380727042333,,850.00,2487341.89
10/04/2023,10/04/2023,UPI/CR/15691236/MEENA IYER/ICIC0272108/meena778@okaxis,,2500.00,2489841.89
10/04/2023,10/04/2023,IMPS/P2P/9303699464/LAKSHMI VENKAT/8474132704,,11200.00,2501041.89
11/04/2023,11/04/2023,ATM/WDL/483474319194/CANARA ATM MYSURU,249.00,,2500792.89
11/04/2023,11/04/2023,UPI/DR/0939999837/TARA SINGH/ICIC0272108/tara97@paytm,120.00,,2500672.89
11/04/2023,11/04/2023,IMPS/P2P/63401097/RAJESH VERMA/8567922711,,18500.00,2519172.89
12/04/2023,13/04/2023,UPI/CR/918238876005/AYESHA KHAN/ICIC0272108/ayesha583@okhdfc,,7600.00,2526772.89
12/04/2023,12/04/2023,IMPS/P2P/37555548/HARISH MENON/9183595887,,1200.00,2527972.89
12/04/2023,12/04/2023,CHQ NO 432587 CLEARING,249.00,,2527723.89
12/04/2023,12/04/2023,IMPS/P2P/162084962933/RAJESH VERMA/7333084127,,18500.00,2546223.89
13/04/2023,13/04/2023,UPI/CR/6947524793/SUNIL YADAV/ICIC0272108/sunil904@okaxis,,850.00,2547073.89
13/04/2023,13/04/2023,NEFT/774325554971/BINDHU NAIR/ICIC0272108/51576044046370,,18500.00,2565573.89
13/04/2023,13/04/2023,IMPS/P2P/9771778089/BABU LAL/7998964670,,500.00,2566073.89
13/04/2023,13/04/2023,UPI/DR/47102689/REKHA PILLAI/ICIC0272108/rekha754@okaxis,449.00,,2565624.89
13/04/2023,13/04/2023,UPI/DR/995818325257/KIRAN REDDY/ICIC0272108/kiran505@oksbi,7800.00,,2557824.89
14/04/2023,15/04/2023,NEFT/82929106/GEETA DEVI/ICIC0272108/88527545759143,7800.00,,2550024.89
14/04/2023,15/04/2023,ATM/WDL/05807536/SBI ATM JAYANAGAR BLR,850.00,,2549174.89
15/04/2023,15/04/2023,UPI/DR/29276999/SMITHA PILLAI/ICIC0272108/smitha730@ybl,120.00,,2549054.89
15/04/2023,15/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,2549904.89
15/04/2023,15/04/2023,UPI/DR/82681266/BINDHU NAIR/ICIC0272108/bindhu255@okhdfc,449.00,,2549455.89
15/04/2023,16/04/2023,ATM/WDL/510999019097/HDFC ATM KORAMANGALA,3499.00,,2545956.89
16/04/2023,16/04/2023,IMPS/P2P/91881462/KAVITHA RAO/9634807030,,7600.00,2553556.89
16/04/2023,16/04/2023,UPI/DR/623631283287/GEETA DEVI/ICIC0272108/geeta979@okhdfc,3499.00,,2550057.89
16/04/2023,17/04/2023,ATM/WDL/68459953/SBI ATM JAYANAGAR BLR,310.00,,2549747.89
16/04/2023,16/04/2023,NEFT/8599078200/RAMESH PILLAI/ICIC0272108/53593402307058,,4800.00,2554547.89
17/04/2023,17/04/2023,UPI/DR/1503684585/ARUN SHARMA/ICIC0272108/arun442@oksbi,999.00,,2553548.89
17/04/2023,18/04/2023,IMPS/P2P/58547158/LAKSHMI VENKAT/8352848938,,32000.00,2585548.89
17/04/2023,18/04/2023,UPI/CR/5818365724/MOHAN DAS/ICIC0272108/mohan373@paytm,,500.00,2586048.89
17/04/2023,18/04/2023,NEFT/9506364391/MOHAN DAS/ICIC0272108/11858199374140,,32000.00,2618048.89
18/04/2023,19/04/2023,CHQ NO 152911 CLEARING,249.00,,2617799.89
18/04/2023,19/04/2023,UPI/DR/31389729/VENKAT RAO/ICIC0272108/venkat96@paytm,699.00,,2617100.89
18/04/2023,19/04/2023,UPI/DR/5376578229/ARJUN MEHTA/ICIC0272108/arjun676@oksbi,249.00,,2616851.89
18/04/2023,18/04/2023,UPI/CR/408935405770/SUNIL YADAV/ICIC0272108/sunil410@oksbi,,4800.00,2621651.89
19/04/2023,19/04/2023,NEFT/5030309337/ROHIT SHARMA/ICIC0272108/09137774359259,5200.00,,2616451.89
19/04/2023,19/04/2023,UPI/CR/0752540134/LATHA MURTHY/ICIC0272108/latha670@paytm,,500.00,2616951.89
19/04/2023,19/04/2023,UPI/CR/805401494423/RAVI KUMAR SHARMA/ICIC0272108/ravi384@okaxis,,18500.00,2635451.89
20/04/2023,21/04/2023,UPI/DR/440306653858/SHEELA DEVI/ICIC0272108/sheela245@okaxis,1680.00,,2633771.89
20/04/2023,21/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,2636271.89
22/04/2023,22/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,2637121.89
22/04/2023,22/04/2023,CHQ NO 874593 CLEARING,79.00,,2637042.89
22/04/2023,22/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2644642.89
22/04/2023,22/04/2023,UPI/DR/91865108/ROHIT SHARMA/ICIC0272108/rohit713@ybl,120.00,,2644522.89
23/04/2023,23/04/2023,NEFT/5197245043/NAVEEN KUMAR/ICIC0272108/96470770972513,5200.00,,2639322.89
23/04/2023,24/04/2023,CHQ NO 222714 CLEARING,5200.00,,2634122.89
23/04/2023,23/04/2023,UPI/DR/48851163/ANITHA KRISHNAN/ICIC0272108/anitha567@okaxis,3499.00,,2630623.89
24/04/2023,25/04/2023,UPI/CR/316607043755/ADITYA KUMAR/ICIC0272108/aditya675@okhdfc,,24000.00,2654623.89
25/04/2023,25/04/2023,IMPS/P2P/601987272666/VIKRAM NAIR/7889610794,,18500.00,2673123.89
25/04/2023,25/04/2023,UPI/CR/495271682961/BINDHU NAIR/ICIC0272108/bindhu447@okaxis,,1200.00,2674323.89
25/04/2023,26/04/2023,UPI/DR/930497997769/RAHUL SINGH/ICIC0272108/rahul364@paytm,249.00,,2674074.89
25/04/2023,25/04/2023,NEFT/701499877850/ROHIT SHARMA/ICIC0272108/05126851305546,,500.00,2674574.89
25/04/2023,25/04/2023,UPI/DR/874116803872/SMITHA PILLAI/ICIC0272108/smitha283@oksbi,3499.00,,2671075.89
26/04/2023,27/04/2023,NEFT/626796560018/TANVI RAO/ICIC0272108/93388509684169,,850.00,2671925.89
26/04/2023,26/04/2023,NEFT/88432875/RAJENDRA PRASAD/ICIC0272108/77233693997711,120.00,,2671805.89
27/04/2023,27/04/2023,NEFT/42893205/POOJA SHARMA/ICIC0272108/48086692369187,79.00,,2671726.89
27/04/2023,28/04/2023,UPI/DR/15435022/MOHAMMED IRFAN/ICIC0272108/mohammed811@oksbi,449.00,,2671277.89
27/04/2023,28/04/2023,CHQ NO 212269 CLEARING,1680.00,,2669597.89
27/04/2023,28/04/2023,UPI/DR/843509079397/SURESH BABU/ICIC0272108/suresh518@okaxis,120.00,,2669477.89
27/04/2023,27/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,2693477.89
27/04/2023,27/04/2023,UPI/CR/5246367934/SAVITHA DEVI/ICIC0272108/savitha881@paytm,,24000.00,2717477.89
27/04/2023,27/04/2023,UPI/CR/970191784247/ARJUN MEHTA/ICIC0272108/arjun627@okaxis,,850.00,2718327.89
28/04/2023,28/04/2023,CHQ NO 354418 CLEARING,449.00,,2717878.89
28/04/2023,28/04/2023,UPI/DR/93235965/TANVI RAO/ICIC0272108/tanvi288@okaxis,79.00,,2717799.89
28/04/2023,28/04/2023,UPI/DR/57813647/ADITYA KUMAR/ICIC0272108/aditya374@okaxis,249.00,,2717550.89
28/04/2023,28/04/2023,UPI/DR/257132327519/MOHAMMED IRFAN/ICIC0272108/mohammed237@oksbi,1680.00,,2715870.89
28/04/2023,28/04/2023,UPI/CR/5464882420/REKHA PILLAI/ICIC0272108/rekha484@okhdfc,,2500.00,2718370.89
29/04/2023,29/04/2023,ATM/WDL/8975256371/HDFC ATM KORAMANGALA,2380.00,,2715990.89
29/04/2023,29/04/2023,UPI/DR/22772354/AYESHA KHAN/ICIC0272108/ayesha681@oksbi,310.00,,2715680.89
30/04/2023,01/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,2747680.89
30/04/2023,30/04/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,2748530.89
01/05/2023,01/05/2023,UPI/DR/2188323502/MOHAMMED IRFAN/ICIC0272108/mohammed714@okaxis,699.00,,2747831.89
01/05/2023,01/05/2023,CHQ NO 097418 CLEARING,850.00,,2746981.89
02/05/2023,02/05/2023,UPI/CR/9175909029/IMRAN KHAN/ICIC0272108/imran443@paytm,,4800.00,2751781.89
02/05/2023,02/05/2023,NEFT/79052634/SUNITA DEVI/ICIC0272108/33119295796084,,11200.00,2762981.89
02/05/2023,02/05/2023,UPI/DR/48380976/RAVI KUMAR SHARMA/ICIC0272108/ravi988@paytm,999.00,,2761982.89
04/05/2023,04/05/2023,UPI/DR/509022679382/SANJANA HEGDE/ICIC0272108/sanjana693@okhdfc,2380.00,,2759602.89
04/05/2023,04/05/2023,UPI/DR/2417736398/PREETHI IYER/ICIC0272108/preethi399@okhdfc,120.00,,2759482.89
04/05/2023,04/05/2023,UPI/DR/16119714/KIRAN REDDY/ICIC0272108/kiran22@paytm,1680.00,,2757802.89
04/05/2023,05/05/2023,UPI/DR/065758131550/BINDHU NAIR/ICIC0272108/bindhu413@okaxis,5200.00,,2752602.89
05/05/2023,05/05/2023,ATM/WDL/42693410/CANARA ATM MYSURU,249.00,,2752353.89
05/05/2023,05/05/2023,IMPS/P2P/31625548/ARJUN MEHTA/8795483659,,11200.00,2763553.89
05/05/2023,05/05/2023,UPI/DR/91334176/SUSHMA RAO/ICIC0272108/sushma853@ybl,120.00,,2763433.89
05/05/2023,06/05/2023,UPI/DR/215150203057/SMITHA PILLAI/ICIC0272108/smitha973@paytm,999.00,,2762434.89
06/05/2023,06/05/2023,ATM/WDL/012263170018/HDFC ATM KORAMANGALA,249.00,,2762185.89
06/05/2023,06/05/2023,CHQ NO 531075 CLEARING,7800.00,,2754385.89
06/05/2023,06/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,2754885.89
06/05/2023,06/05/2023,UPI/DR/082601236502/KAVERI MENON/ICIC0272108/kaveri405@paytm,1680.00,,2753205.89
07/05/2023,07/05/2023,UPI/DR/1090951405/SUNITA DEVI/ICIC0272108/sunita862@oksbi,310.00,,2752895.89
07/05/2023,07/05/2023,NEFT/1859718232/TANVI RAO/ICIC0272108/07314095930685,249.00,,2752646.89
07/05/2023,07/05/2023,IMPS/P2P/671812896477/KIRAN REDDY/7121648076,,500.00,2753146.89
07/05/2023,07/05/2023,NEFT/56456704/MALLIKA DAS/ICIC0272108/87642013824932,1250.00,,2751896.89
08/05/2023,08/05/2023,IMPS/P2P/66922761/NIKHIL GUPTA/8419954547,,11200.00,2763096.89
08/05/2023,09/05/2023,IMPS/P2P/66894859/SUNIL YADAV/8453039401,,32000.00,2795096.89
08/05/2023,08/05/2023,IMPS/P2P/54403411/BINDHU NAIR/9157988902,,4800.00,2799896.89
09/05/2023,09/05/2023,NEFT/885705684328/PREETHI IYER/ICIC0272108/72539072087569,,11200.00,2811096.89
09/05/2023,09/05/2023,UPI/CR/4863987034/POOJA SHARMA/ICIC0272108/pooja55@okhdfc,,11200.00,2822296.89
09/05/2023,09/05/2023,ATM/WDL/198283879927/HDFC ATM KORAMANGALA,5200.00,,2817096.89
10/05/2023,10/05/2023,NEFT/5724337501/FARHAN KHAN/ICIC0272108/42993825406358,,32000.00,2849096.89
10/05/2023,11/05/2023,IMPS/P2P/005125163427/NIKHIL GUPTA/9987054878,,500.00,2849596.89
10/05/2023,10/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,2873596.89
10/05/2023,11/05/2023,NEFT/8512005459/SNEHA PATIL/ICIC0272108/52034271599055,79.00,,2873517.89
11/05/2023,11/05/2023,NEFT/9464425123/RAHUL SINGH/ICIC0272108/24319278863392,,11200.00,2884717.89
11/05/2023,11/05/2023,UPI/DR/88912896/KARTHIK MENON/ICIC0272108/karthik873@oksbi,999.00,,2883718.89
11/05/2023,12/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,2894918.89
11/05/2023,12/05/2023,NEFT/04367535/DEEPA NAIR/ICIC0272108/28946225068610,,32000.00,2926918.89
12/05/2023,13/05/2023,ATM/WDL/43213920/SBI ATM JAYANAGAR BLR,999.00,,2925919.89
12/05/2023,12/05/2023,NEFT/939261181870/RANJIT SINGH/ICIC0272108/11008105906332,7800.00,,2918119.89
12/05/2023,12/05/2023,CHQ NO 040998 CLEARING,2380.00,,2915739.89
13/05/2023,14/05/2023,IMPS/P2P/7230349868/TANVI RAO/7930451083,,850.00,2916589.89
13/05/2023,13/05/2023,UPI/DR/6572861950/PRAKASH RAO/ICIC0272108/prakash778@ybl,999.00,,2915590.89
13/05/2023,13/05/2023,UPI/DR/901056817922/SUNIL YADAV/ICIC0272108/sunil508@ybl,120.00,,2915470.89
14/05/2023,14/05/2023,UPI/CR/88932219/MOHAN DAS/ICIC0272108/mohan215@ybl,,32000.00,2947470.89
14/05/2023,15/05/2023,UPI/DR/600901537172/SURESH BABU/ICIC0272108/suresh229@ybl,7800.00,,2939670.89
14/05/2023,14/05/2023,NEFT/042371784900/SNEHA PATIL/ICIC0272108/23916449630685,,500.00,2940170.89
14/05/2023,14/05/2023,IMPS/P2P/043850736073/SUNIL YADAV/7811465954,,4800.00,2944970.89
14/05/2023,14/05/2023,NEFT/14768762/NILESH KULKARNI/ICIC0272108/33945812867891,,11200.00,2956170.89
14/05/2023,15/05/2023,UPI/DR/9206463432/AYESHA KHAN/ICIC0272108/ayesha635@ybl,699.00,,2955471.89
15/05/2023,16/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2963071.89
15/05/2023,15/05/2023,CHQ NO 391322 CLEARING,249.00,,2962822.89
15/05/2023,15/05/2023,CHQ NO 013155 CLEARING,1250.00,,2961572.89
15/05/2023,15/05/2023,IMPS/P2P/363822792345/ANAND KUMAR/7406216152,,850.00,2962422.89
16/05/2023,16/05/2023,UPI/CR/130776322259/MEERA PILLAI/ICIC0272108/meera802@oksbi,,2500.00,2964922.89
16/05/2023,16/05/2023,ATM/WDL/79731531/CANARA ATM MYSURU,3499.00,,2961423.89
16/05/2023,17/05/2023,ATM/WDL/61484626/CANARA ATM MYSURU,310.00,,2961113.89
16/05/2023,16/05/2023,ATM/WDL/029186114979/HDFC ATM KORAMANGALA,2380.00,,2958733.89
16/05/2023,17/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,2959233.89
16/05/2023,17/05/2023,NEFT/24298173/FATIMA SHEIKH/ICIC0272108/09950943901554,,850.00,2960083.89
16/05/2023,16/05/2023,UPI/DR/4958216216/BINDHU NAIR/ICIC0272108/bindhu969@paytm,999.00,,2959084.89
17/05/2023,17/05/2023,CHQ NO 327701 CLEARING,1680.00,,2957404.89
17/05/2023,18/05/2023,UPI/CR/027739663497/MEERA PILLAI/ICIC0272108/meera484@paytm,,500.00,2957904.89
18/05/2023,18/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,2989904.89
18/05/2023,18/05/2023,CHQ NO 904800 CLEARING,1250.00,,2988654.89
19/05/2023,19/05/2023,NEFT/759796712861/VENKAT RAO/ICIC0272108/43931715777636,,24000.00,3012654.89
19/05/2023,19/05/2023,UPI/DR/765859541450/BABU LAL/ICIC0272108/babu943@paytm,5200.00,,3007454.89
19/05/2023,19/05/2023,UPI/DR/2403332095/RAJENDRA PRASAD/ICIC0272108/rajendra92@ybl,49.00,,3007405.89
19/05/2023,20/05/2023,ATM/WDL/85045944/HDFC ATM KORAMANGALA,699.00,,3006706.89
20/05/2023,20/05/2023,UPI/DR/51784525/DIVYA MENON/ICIC0272108/divya863@okhdfc,5200.00,,3001506.89
20/05/2023,20/05/2023,NEFT/55059593/MOHAN DAS/ICIC0272108/05984764461722,699.00,,3000807.89
20/05/2023,21/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,3001657.89
21/05/2023,21/05/2023,ATM/WDL/3279132543/SBI ATM JAYANAGAR BLR,999.00,,3000658.89
21/05/2023,21/05/2023,NEFT/4809361676/LALITHA DEVI/ICIC0272108/51061376351066,,18500.00,3019158.89
21/05/2023,21/05/2023,UPI/DR/649887188994/CHANDAN SHARMA/ICIC0272108/chandan212@paytm,5200.00,,3013958.89
21/05/2023,21/05/2023,UPI/DR/192606683670/KARTHIK MENON/ICIC0272108/karthik704@paytm,120.00,,3013838.89
22/05/2023,22/05/2023,ATM/WDL/35772437/CANARA ATM MYSURU,2380.00,,3011458.89
23/05/2023,23/05/2023,CHQ NO 956645 CLEARING,310.00,,3011148.89
23/05/2023,23/05/2023,UPI/CR/6503778340/BINDHU NAIR/ICIC0272108/bindhu773@okaxis,,1200.00,3012348.89
23/05/2023,23/05/2023,CHQ NO 823132 CLEARING,1250.00,,3011098.89
24/05/2023,24/05/2023,IMPS/P2P/7930200287/LAKSHMI VENKAT/9314037325,,18500.00,3029598.89
24/05/2023,24/05/2023,UPI/CR/412279436363/CHANDAN SHARMA/ICIC0272108/chandan34@okhdfc,,2500.00,3032098.89
24/05/2023,25/05/2023,UPI/DR/82395892/RAJESH VERMA/ICIC0272108/rajesh974@ybl,5200.00,,3026898.89
25/05/2023,26/05/2023,UPI/DR/32229393/LATHA MURTHY/ICIC0272108/latha892@okaxis,1250.00,,3025648.89
26/05/2023,26/05/2023,UPI/CR/001069478449/KAVERI MENON/ICIC0272108/kaveri854@okaxis,,7600.00,3033248.89
26/05/2023,26/05/2023,CHQ NO 203069 CLEARING,699.00,,3032549.89
26/05/2023,26/05/2023,NEFT/964169838646/SAVITHA DEVI/ICIC0272108/32763963429051,999.00,,3031550.89
26/05/2023,27/05/2023,UPI/DR/7382469868/ADITYA KUMAR/ICIC0272108/aditya10@okaxis,49.00,,3031501.89
26/05/2023,26/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,3032351.89
27/05/2023,27/05/2023,UPI/CR/9152526957/KAVYA REDDY/ICIC0272108/kavya92@okhdfc,,4800.00,3037151.89
27/05/2023,28/05/2023,ATM/WDL/14306524/CANARA ATM MYSURU,79.00,,3037072.89
28/05/2023,29/05/2023,IMPS/P2P/457829386344/RAVI KUMAR SHARMA/8111590295,,2500.00,3039572.89
28/05/2023,28/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,3058072.89
28/05/2023,29/05/2023,UPI/DR/8894411497/VINAY PATIL/ICIC0272108/vinay292@oksbi,120.00,,3057952.89
28/05/2023,28/05/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,3081952.89
28/05/2023,28/05/2023,CHQ NO 443610 CLEARING,120.00,,3081832.89
28/05/2023,28/05/2023,NEFT/58950174/USHA RANI/ICIC0272108/13443058950721,,32000.00,3113832.89
29/05/2023,29/05/2023,UPI/DR/25735446/GOPAL VERMA/ICIC0272108/gopal736@okaxis,2380.00,,3111452.89
29/05/2023,29/05/2023,IMPS/P2P/779677632410/SNEHA PATIL/7742624240,,1200.00,3112652.89
29/05/2023,29/05/2023,NEFT/958960446579/LATHA MURTHY/ICIC0272108/94584165776337,999.00,,3111653.89
29/05/2023,29/05/2023,NEFT/58276067/KAVYA REDDY/ICIC0272108/08295006249728,999.00,,3110654.89
29/05/2023,29/05/2023,UPI/DR/516085098576/ANITHA KRISHNAN/ICIC0272108/anitha280@oksbi,310.00,,3110344.89
30/05/2023,30/05/2023,IMPS/P2P/155092389156/SHEELA DEVI/8157343111,,1200.00,3111544.89
30/05/2023,31/05/2023,UPI/DR/6786077222/SURESH NAIR/ICIC0272108/suresh446@oksbi,310.00,,3111234.89
30/05/2023,30/05/2023,UPI/DR/91507953/SANJANA HEGDE/ICIC0272108/sanjana654@okhdfc,7800.00,,3103434.89
31/05/2023,31/05/2023,CHQ NO 667124 CLEARING,49.00,,3103385.89
31/05/2023,31/05/2023,NEFT/0865582262/SANJANA HEGDE/ICIC0272108/67291832309214,,1200.00,3104585.89
31/05/2023,31/05/2023,NEFT/0926746112/PADMA RAO/ICIC0272108/61362050253067,79.00,,3104506.89
