Date,Particulars,Debit,Credit,Balance
16/12/2023,UPI/DR/19468399/FATIMA SHEIKH/CNRB0226879/fatima301@paytm,449.00,,4140901.29
16/12/2023,UPI/CR/255281062255/IMRAN KHAN/CNRB0226879/imran712@paytm,,11200.00,4152101.29
17/12/2023,NEFT/91619976/VINAY PATIL/CNRB0226879/29972555806918,310.00,,4151791.29
17/12/2023,ATM/WDL/1008952724/SBI ATM JAYANAGAR BLR,310.00,,4151481.29
17/12/2023,NEFT/5820922663/BINDHU NAIR/CNRB0226879/65490698349716,249.00,,4151232.29
17/12/2023,CHQ NO 606727 CLEARING,2380.00,,4148852.29
18/12/2023,UPI/CR/8254594852/PRAKASH RAO/CNRB0226879/prakash961@ybl,,24000.00,4172852.29
18/12/2023,ATM/WDL/83245166/HDFC ATM KORAMANGALA,7800.00,,4165052.29
18/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,4189052.29
18/12/2023,IMPS/P2P/0844847563/GEETA DEVI/8231342496,,11200.00,4200252.29
18/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,4201102.29
18/12/2023,IMPS/P2P/4153934347/PRIYA NAIR/7331250744,,1200.00,4202302.29
19/12/2023,UPI/DR/227632655279/DIVYA MENON/CNRB0226879/divya17@okaxis,3499.00,,4198803.29
19/12/2023,UPI/DR/495892147503/IMRAN KHAN/CNRB0226879/imran339@okaxis,49.00,,4198754.29
19/12/2023,UPI/DR/489438430292/NADIA HUSSAIN/CNRB0226879/nadia459@okhdfc,449.00,,4198305.29
20/12/2023,ATM/WDL/79698825/HDFC ATM KORAMANGALA,49.00,,4198256.29
20/12/2023,UPI/DR/13105663/RESHMA KHAN/CNRB0226879/reshma810@okhdfc,449.00,,4197807.29
20/12/2023,NEFT/19003825/SNEHA PATIL/CNRB0226879/61144277386345,,18500.00,4216307.29
20/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4234807.29
20/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4236007.29
21/12/2023,NEFT/238358293077/SUSHMA RAO/CNRB0226879/81931260376203,,1200.00,4237207.29
21/12/2023,UPI/DR/366638307579/BABU LAL/CNRB0226879/babu383@ybl,1680.00,,4235527.29
22/12/2023,IMPS/P2P/21269919/LATHA MURTHY/7168041269,,11200.00,4246727.29
22/12/2023,UPI/DR/77743582/NILESH KULKARNI/CNRB0226879/nilesh975@okaxis,249.00,,4246478.29
22/12/2023,ATM/WDL/0933448803/HDFC ATM KORAMANGALA,449.00,,4246029.29
22/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,4248529.29
22/12/2023,ATM/WDL/1401218843/HDFC ATM KORAMANGALA,310.00,,4248219.29
23/12/2023,UPI/CR/38699788/ADITYA KUMAR/CNRB0226879/aditya63@okhdfc,,1200.00,4249419.29
23/12/2023,UPI/DR/8564164053/RESHMA KHAN/CNRB0226879/reshma476@oksbi,310.00,,4249109.29
23/12/2023,UPI/DR/28160323/MOHAMMED IRFAN/CNRB0226879/mohammed980@ybl,449.00,,4248660.29
23/12/2023,CHQ NO 514548 CLEARING,249.00,,4248411.29
24/12/2023,UPI/CR/5071945401/NADIA HUSSAIN/CNRB0226879/nadia652@oksbi,,1200.00,4249611.29
25/12/2023,ATM/WDL/35585836/CANARA ATM MYSURU,249.00,,4249362.29
25/12/2023,UPI/DR/501850214208/KARTHIK MENON/CNRB0226879/karthik596@okaxis,5200.00,,4244162.29
25/12/2023,UPI/DR/7376103888/SHAHID KHAN/CNRB0226879/shahid838@ybl,1250.00,,4242912.29
26/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,4250512.29
26/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,4274512.29
26/12/2023,UPI/CR/6639861244/BABU LAL/CNRB0226879/babu730@okaxis,,500.00,4275012.29
27/12/2023,UPI/DR/45770946/USHA RANI/CNRB0226879/usha371@okaxis,3499.00,,4271513.29
27/12/2023,CHQ NO 663368 CLEARING,999.00,,4270514.29
27/12/2023,UPI/DR/425049795487/POOJA SHARMA/CNRB0226879/pooja219@okhdfc,120.00,,4270394.29
28/12/2023,IMPS/P2P/2316290155/SAVITHA DEVI/8867596340,,32000.00,4302394.29
28/12/2023,UPI/DR/2712484997/SUNITA DEVI/CNRB0226879/sunita479@okhdfc,79.00,,4302315.29
28/12/2023,IMPS/P2P/9380963418/DEEPAK JOSHI/8320497238,,24000.00,4326315.29
28/12/2023,ATM/WDL/80685279/HDFC ATM KORAMANGALA,310.00,,4326005.29
28/12/2023,NEFT/8597882423/ARJUN MEHTA/CNRB0226879/73503452588929,,4800.00,4330805.29
28/12/2023,UPI/DR/60003585/NAVEEN KUMAR/CNRB0226879/naveen874@paytm,3499.00,,4327306.29
29/12/2023,UPI/DR/2046337969/ANAND KUMAR/CNRB0226879/anand441@ybl,249.00,,4327057.29
29/12/2023,UPI/DR/0669199031/HARISH MENON/CNRB0226879/harish538@paytm,249.00,,4326808.29
29/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,4350808.29
30/12/2023,CHQ NO 108752 CLEARING,120.00,,4350688.29
30/12/2023,UPI/DR/20929192/LATHA MURTHY/CNRB0226879/latha761@okhdfc,310.00,,4350378.29
30/12/2023,UPI/CR/46372371/ANAND KUMAR/CNRB0226879/anand659@ybl,,500.00,4350878.29
31/12/2023,UPI/DR/276681892926/SUSHMA RAO/CNRB0226879/sushma159@paytm,850.00,,4350028.29
31/12/2023,UPI/DR/4337276741/SUNIL YADAV/CNRB0226879/sunil505@paytm,1680.00,,4348348.29
01/01/2024,UPI/DR/2737251969/CHANDAN SHARMA/CNRB0226879/chandan534@oksbi,850.00,,4347498.29
02/01/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,4348348.29
02/01/2024,ATM/WDL/6192828303/HDFC ATM KORAMANGALA,310.00,,4348038.29
03/01/2024,NEFT/499874109851/KARTHIK MENON/CNRB0226879/34002735201784,1680.00,,4346358.29
04/01/2024,ATM/WDL/9485313142/CANARA ATM MYSURU,7800.00,,4338558.29
05/01/2024,UPI/DR/86921492/LATHA MURTHY/CNRB0226879/latha632@oksbi,49.00,,4338509.29
05/01/2024,UPI/DR/947136012203/KAVYA REDDY/CNRB0226879/kavya807@okhdfc,449.00,,4338060.29
05/01/2024,UPI/DR/84649243/LALITHA DEVI/CNRB0226879/lalitha455@oksbi,7800.00,,4330260.29
06/01/2024,IMPS/P2P/75685420/GOPAL VERMA/9112451151,,11200.00,4341460.29
06/01/2024,CHQ NO 889764 CLEARING,850.00,,4340610.29
06/01/2024,ATM/WDL/6519749083/SBI ATM JAYANAGAR BLR,699.00,,4339911.29
06/01/2024,UPI/CR/6695820287/ARJUN MEHTA/CNRB0226879/arjun223@okaxis,,2500.00,4342411.29
06/01/2024,UPI/DR/989277021484/LALITHA DEVI/CNRB0226879/lalitha819@okaxis,3499.00,,4338912.29
07/01/2024,NEFT/865749409040/SANJANA HEGDE/CNRB0226879/86911519982858,850.00,,4338062.29
07/01/2024,UPI/DR/84051870/VIKRAM NAIR/CNRB0226879/vikram901@oksbi,310.00,,4337752.29
08/01/2024,UPI/DR/299324107118/MOHAMMED IRFAN/CNRB0226879/mohammed956@ybl,3499.00,,4334253.29
08/01/2024,UPI/CR/34366062/NADIA HUSSAIN/CNRB0226879/nadia385@paytm,,18500.00,4352753.29
08/01/2024,IMPS/P2P/133470004966/VINAY PATIL/7425076402,,18500.00,4371253.29
10/01/2024,NEFT/621356181999/TANVI RAO/CNRB0226879/40131348269408,,32000.00,4403253.29
10/01/2024,NEFT/6046172840/MEENA IYER/CNRB0226879/42716025731593,5200.00,,4398053.29
10/01/2024,CHQ NO 584840 CLEARING,999.00,,4397054.29
12/01/2024,NEFT/71595850/SUNIL YADAV/CNRB0226879/89760869035544,1680.00,,4395374.29
12/01/2024,UPI/CR/000894439301/CHANDAN SHARMA/CNRB0226879/chandan277@paytm,,7600.00,4402974.29
12/01/2024,UPI/DR/977323499385/FARHAN KHAN/CNRB0226879/farhan739@okhdfc,120.00,,4402854.29
13/01/2024,ATM/WDL/752346953055/CANARA ATM MYSURU,120.00,,4402734.29
13/01/2024,NEFT/612588998993/ADITYA KUMAR/CNRB0226879/30680280321641,249.00,,4402485.29
13/01/2024,UPI/DR/1231780811/KAVERI MENON/CNRB0226879/kaveri123@paytm,7800.00,,4394685.29
13/01/2024,CHQ NO 100873 CLEARING,2380.00,,4392305.29
13/01/2024,IMPS/P2P/173824090811/SURESH BABU/7927071865,,24000.00,4416305.29
14/01/2024,NEFT/49173633/NILESH KULKARNI/CNRB0226879/68832776166613,,24000.00,4440305.29
15/01/2024,UPI/DR/846137858989/ANITHA KRISHNAN/CNRB0226879/anitha225@ybl,1250.00,,4439055.29
16/01/2024,NEFT/570338056756/SUSHMA RAO/CNRB0226879/61776591456216,,2500.00,4441555.29
17/01/2024,ATM/WDL/876724953629/CANARA ATM MYSURU,1680.00,,4439875.29
17/01/2024,UPI/DR/358555860212/RANJIT SINGH/CNRB0226879/ranjit81@ybl,850.00,,4439025.29
17/01/2024,UPI/DR/336413469917/VINAY PATIL/CNRB0226879/vinay362@okhdfc,1680.00,,4437345.29
17/01/2024,UPI/CR/604829942819/KAVERI MENON/CNRB0226879/kaveri604@oksbi,,500.00,4437845.29
18/01/2024,NEFT/8292676755/MEENA IYER/CNRB0226879/59358137265046,,2500.00,4440345.29
18/01/2024,ATM/WDL/09581339/CANARA ATM MYSURU,49.00,,4440296.29
19/01/2024,ATM/WDL/22017968/CANARA ATM MYSURU,49.00,,4440247.29
19/01/2024,ATM/WDL/95311520/SBI ATM JAYANAGAR BLR,449.00,,4439798.29
20/01/2024,UPI/DR/35900830/RAJESH VERMA/CNRB0226879/rajesh571@paytm,1250.00,,4438548.29
20/01/2024,UPI/CR/9815924777/MALLIKA DAS/CNRB0226879/mallika180@oksbi,,500.00,4439048.29
21/01/2024,ATM/WDL/15326624/HDFC ATM KORAMANGALA,3499.00,,4435549.29
21/01/2024,UPI/DR/639958660818/MALLIKA DAS/CNRB0226879/mallika882@paytm,2380.00,,4433169.29
22/01/2024,ATM/WDL/4767180269/CANARA ATM MYSURU,7800.00,,4425369.29
22/01/2024,ATM/WDL/176529368423/SBI ATM JAYANAGAR BLR,2380.00,,4422989.29
22/01/2024,UPI/DR/715435149184/VINAY PATIL/CNRB0226879/vinay955@paytm,449.00,,4422540.29
22/01/2024,UPI/DR/34057528/SANJANA HEGDE/CNRB0226879/sanjana964@ybl,850.00,,4421690.29
23/01/2024,UPI/DR/323922962806/REKHA PILLAI/CNRB0226879/rekha416@okhdfc,120.00,,4421570.29
23/01/2024,UPI/DR/59841288/RAMESH PILLAI/CNRB0226879/ramesh308@okhdfc,120.00,,4421450.29
23/01/2024,ATM/WDL/3826484233/HDFC ATM KORAMANGALA,1680.00,,4419770.29
23/01/2024,IMPS/P2P/83422142/SUNIL YADAV/7028514961,,850.00,4420620.29
24/01/2024,ATM/WDL/16738100/HDFC ATM KORAMANGALA,1250.00,,4419370.29
24/01/2024,IMPS/P2P/0727850006/PADMA RAO/8138113599,,18500.00,4437870.29
24/01/2024,ATM/WDL/106628573947/SBI ATM JAYANAGAR BLR,7800.00,,4430070.29
25/01/2024,IMPS/P2P/83381389/FARHAN KHAN/9086003580,,24000.00,4454070.29
25/01/2024,IMPS/P2P/65171350/RAJENDRA PRASAD/8715873965,,24000.00,4478070.29
25/01/2024,UPI/DR/1205854186/KARTHIK MENON/CNRB0226879/karthik267@ybl,1680.00,,4476390.29
26/01/2024,NEFT/9480974864/NIKHIL GUPTA/CNRB0226879/19351071589987,,1200.00,4477590.29
26/01/2024,CHQ NO 297377 CLEARING,49.00,,4477541.29
26/01/2024,UPI/DR/298976754528/PREETHI IYER/CNRB0226879/preethi746@ybl,1680.00,,4475861.29
27/01/2024,ATM/WDL/1996604871/CANARA ATM MYSURU,310.00,,4475551.29
27/01/2024,CHQ NO 791564 CLEARING,5200.00,,4470351.29
27/01/2024,UPI/DR/02795436/VIKRAM NAIR/CNRB0226879/vikram183@oksbi,310.00,,4470041.29
27/01/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,4470541.29
27/01/2024,IMPS/P2P/22032625/ANITHA KRISHNAN/8058980677,,7600.00,4478141.29
28/01/2024,IMPS/P2P/0042372664/MEENA IYER/8090680172,,850.00,4478991.29
29/01/2024,UPI/CR/841319455868/MOHAMMED IRFAN/CNRB0226879/mohammed915@okaxis,,18500.00,4497491.29
30/01/2024,UPI/CR/903545424332/FATIMA SHEIKH/CNRB0226879/fatima119@oksbi,,11200.00,4508691.29
30/01/2024,NEFT/636357705919/VENKAT RAO/CNRB0226879/42328719643734,,4800.00,4513491.29
30/01/2024,NEFT/76424139/CHANDAN SHARMA/CNRB0226879/30131407140996,,4800.00,4518291.29
30/01/2024,UPI/DR/51154940/ROHIT SHARMA/CNRB0226879/rohit357@paytm,2380.00,,4515911.29
31/01/2024,UPI/CR/052589084922/TANVI RAO/CNRB0226879/tanvi36@paytm,,850.00,4516761.29
31/01/2024,CHQ NO 785232 CLEARING,120.00,,4516641.29
31/01/2024,NEFT/7026950164/RAMESH PILLAI/CNRB0226879/51475856710117,1680.00,,4514961.29
01/02/2024,NEFT/6150576587/ARUN SHARMA/CNRB0226879/42029802497514,,500.00,4515461.29
01/02/2024,NEFT/1661275486/TANVI RAO/CNRB0226879/80305917567958,310.00,,4515151.29
02/02/2024,NEFT/016084741857/ROHIT SHARMA/CNRB0226879/10990929593159,49.00,,4515102.29
03/02/2024,ATM/WDL/9210145761/CANARA ATM MYSURU,120.00,,4514982.29
03/02/2024,UPI/DR/59261666/VIKRAM NAIR/CNRB0226879/vikram732@okhdfc,2380.00,,4512602.29
04/02/2024,UPI/CR/4030235516/GANESH KUMAR/CNRB0226879/ganesh591@ybl,,2500.00,4515102.29
04/02/2024,NEFT/5734207989/SNEHA PATIL/CNRB0226879/03629660582676,,4800.00,4519902.29
04/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4538402.29
05/02/2024,NEFT/056798719634/ARUN SHARMA/CNRB0226879/60162825618483,310.00,,4538092.29
05/02/2024,UPI/DR/7673560452/TARA SINGH/CNRB0226879/tara395@ybl,999.00,,4537093.29
05/02/2024,CHQ NO 296507 CLEARING,249.00,,4536844.29
05/02/2024,UPI/DR/66556268/MOHAMMED IRFAN/CNRB0226879/mohammed190@oksbi,449.00,,4536395.29
06/02/2024,NEFT/541929919164/REKHA PILLAI/CNRB0226879/19887314451559,,18500.00,4554895.29
06/02/2024,IMPS/P2P/0102964822/SHEELA DEVI/8232011862,,500.00,4555395.29
06/02/2024,UPI/DR/313295535906/KAVYA REDDY/CNRB0226879/kavya996@paytm,699.00,,4554696.29
06/02/2024,NEFT/425268440942/RAJENDRA PRASAD/CNRB0226879/92844644056770,79.00,,4554617.29
06/02/2024,UPI/DR/0634679169/SHAHID KHAN/CNRB0226879/shahid813@okaxis,1250.00,,4553367.29
07/02/2024,ATM/WDL/2058211087/SBI ATM JAYANAGAR BLR,7800.00,,4545567.29
07/02/2024,UPI/CR/982579571915/KARTHIK MENON/CNRB0226879/karthik268@okaxis,,1200.00,4546767.29
07/02/2024,NEFT/326138472489/DEEPAK JOSHI/CNRB0226879/41078652279730,,7600.00,4554367.29
09/02/2024,UPI/DR/93674316/ROHIT SHARMA/CNRB0226879/rohit152@paytm,7800.00,,4546567.29
09/02/2024,CHQ NO 392147 CLEARING,1250.00,,4545317.29
10/02/2024,NEFT/5469049750/RAHUL SINGH/CNRB0226879/93982838923195,,32000.00,4577317.29
10/02/2024,ATM/WDL/21056752/HDFC ATM KORAMANGALA,1250.00,,4576067.29
10/02/2024,NEFT/551382860897/SNEHA PATIL/CNRB0226879/36798520976123,1250.00,,4574817.29
11/02/2024,UPI/CR/1206378304/HARISH MENON/CNRB0226879/harish186@oksbi,,1200.00,4576017.29
11/02/2024,CHQ NO 598418 CLEARING,449.00,,4575568.29
11/02/2024,CHQ NO 971364 CLEARING,3499.00,,4572069.29
11/02/2024,UPI/DR/67987143/DIVYA MENON/CNRB0226879/divya554@ybl,850.00,,4571219.29
12/02/2024,UPI/CR/264622546141/SUNITA DEVI/CNRB0226879/sunita984@paytm,,18500.00,4589719.29
12/02/2024,NEFT/8289827805/DIVYA MENON/CNRB0226879/74769577006307,,2500.00,4592219.29
13/02/2024,UPI/DR/7250154572/SUNITA DEVI/CNRB0226879/sunita627@okhdfc,310.00,,4591909.29
13/02/2024,ATM/WDL/0048534577/SBI ATM JAYANAGAR BLR,999.00,,4590910.29
14/02/2024,UPI/CR/419648290229/ARJUN MEHTA/CNRB0226879/arjun122@oksbi,,850.00,4591760.29
14/02/2024,NEFT/446577444628/SUSHMA RAO/CNRB0226879/80683740233134,,2500.00,4594260.29
14/02/2024,IMPS/P2P/742776633758/LATHA MURTHY/7128580898,,2500.00,4596760.29
14/02/2024,ATM/WDL/2004341953/CANARA ATM MYSURU,1680.00,,4595080.29
15/02/2024,NEFT/449956093305/PADMA RAO/CNRB0226879/34838611018323,,18500.00,4613580.29
15/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,4614080.29
15/02/2024,CHQ NO 529460 CLEARING,249.00,,4613831.29
16/02/2024,ATM/WDL/902850272314/SBI ATM JAYANAGAR BLR,3499.00,,4610332.29
16/02/2024,NEFT/6655792242/FATIMA SHEIKH/CNRB0226879/99170871231078,5200.00,,4605132.29
16/02/2024,NEFT/1858229545/LALITHA DEVI/CNRB0226879/33399519635637,,18500.00,4623632.29
16/02/2024,NEFT/388767772157/MOHAN DAS/CNRB0226879/87861719816179,,4800.00,4628432.29
17/02/2024,NEFT/3702520757/ROHIT SHARMA/CNRB0226879/59990266108204,249.00,,4628183.29
17/02/2024,NEFT/2292646376/SAVITHA DEVI/CNRB0226879/55544130496164,3499.00,,4624684.29
18/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,4632284.29
18/02/2024,CHQ NO 874347 CLEARING,2380.00,,4629904.29
18/02/2024,IMPS/P2P/4464023339/TARA SINGH/7548324547,,4800.00,4634704.29
18/02/2024,UPI/DR/141281362544/NILESH KULKARNI/CNRB0226879/nilesh255@okaxis,5200.00,,4629504.29
19/02/2024,UPI/CR/946237421565/SNEHA PATIL/CNRB0226879/sneha257@paytm,,1200.00,4630704.29
19/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,4638304.29
19/02/2024,NEFT/2726933505/SHAHID KHAN/CNRB0226879/28361858197833,1680.00,,4636624.29
20/02/2024,CHQ NO 711499 CLEARING,699.00,,4635925.29
20/02/2024,NEFT/53933424/SNEHA PATIL/CNRB0226879/33304007827551,1250.00,,4634675.29
20/02/2024,NEFT/5085759194/VENKAT RAO/CNRB0226879/81051262610556,,18500.00,4653175.29
20/02/2024,IMPS/P2P/35648715/RAMESH GOWDA/8547192537,,7600.00,4660775.29
20/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,4671975.29
21/02/2024,ATM/WDL/532721423827/SBI ATM JAYANAGAR BLR,249.00,,4671726.29
22/02/2024,IMPS/P2P/232786551461/KAVERI MENON/7044596470,,7600.00,4679326.29
23/02/2024,UPI/DR/9480173508/DIVYA MENON/CNRB0226879/divya482@okhdfc,1250.00,,4678076.29
23/02/2024,UPI/DR/98547332/SAVITHA DEVI/CNRB0226879/savitha806@okaxis,449.00,,4677627.29
24/02/2024,ATM/WDL/409325285487/SBI ATM JAYANAGAR BLR,3499.00,,4674128.29
24/02/2024,UPI/DR/527059235258/SAVITHA DEVI/CNRB0226879/savitha939@oksbi,7800.00,,4666328.29
24/02/2024,NEFT/88031916/SHAHID KHAN/CNRB0226879/65640816169585,,2500.00,4668828.29
24/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4670028.29
25/02/2024,UPI/DR/6575874604/SHAHID KHAN/CNRB0226879/shahid958@okhdfc,999.00,,4669029.29
25/02/2024,UPI/DR/370288437025/HARISH MENON/CNRB0226879/harish611@okhdfc,2380.00,,4666649.29
25/02/2024,CHQ NO 259113 CLEARING,7800.00,,4658849.29
25/02/2024,UPI/DR/7451639054/POOJA SHARMA/CNRB0226879/pooja995@okaxis,79.00,,4658770.29
25/02/2024,UPI/DR/49371562/SHAHID KHAN/CNRB0226879/shahid381@okhdfc,699.00,,4658071.29
26/02/2024,UPI/DR/5190643836/NAVEEN KUMAR/CNRB0226879/naveen610@paytm,3499.00,,4654572.29
26/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4673072.29
26/02/2024,ATM/WDL/6701044689/SBI ATM JAYANAGAR BLR,1250.00,,4671822.29
27/02/2024,NEFT/8370472129/ARUN SHARMA/CNRB0226879/56230799007477,,7600.00,4679422.29
27/02/2024,UPI/DR/0016049897/DEEPAK JOSHI/CNRB0226879/deepak451@okaxis,310.00,,4679112.29
27/02/2024,IMPS/P2P/879684824505/ANITHA KRISHNAN/8790868824,,18500.00,4697612.29
28/02/2024,UPI/DR/3778347716/RAVI KUMAR SHARMA/CNRB0226879/ravi737@okhdfc,49.00,,4697563.29
28/02/2024,UPI/DR/16919745/TANVI RAO/CNRB0226879/tanvi109@paytm,249.00,,4697314.29
28/02/2024,CHQ NO 251608 CLEARING,1250.00,,4696064.29
29/02/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4714564.29
29/02/2024,UPI/DR/79974303/ANAND KUMAR/CNRB0226879/anand518@okhdfc,1250.00,,4713314.29
29/02/2024,ATM/WDL/53441809/SBI ATM JAYANAGAR BLR,1680.00,,4711634.29
01/03/2024,UPI/CR/963294613670/DEEPA NAIR/CNRB0226879/deepa905@ybl,,18500.00,4730134.29
01/03/2024,UPI/DR/86827324/PRAKASH RAO/CNRB0226879/prakash591@oksbi,5200.00,,4724934.29
01/03/2024,NEFT/621608778843/NIKHIL GUPTA/CNRB0226879/58355500367605,,2500.00,4727434.29
01/03/2024,ATM/WDL/48869395/SBI ATM JAYANAGAR BLR,999.00,,4726435.29
01/03/2024,ATM/WDL/54833978/CANARA ATM MYSURU,310.00,,4726125.29
02/03/2024,UPI/DR/8609288504/HARISH MENON/CNRB0226879/harish20@okaxis,1250.00,,4724875.29
02/03/2024,UPI/CR/9861167669/LAKSHMI VENKAT/CNRB0226879/lakshmi59@ybl,,500.00,4725375.29
02/03/2024,UPI/DR/06092734/BABU LAL/CNRB0226879/babu566@okhdfc,310.00,,4725065.29
03/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,4727565.29
03/03/2024,UPI/CR/680108279791/SUSHMA RAO/CNRB0226879/sushma397@okhdfc,,32000.00,4759565.29
04/03/2024,ATM/WDL/15967963/SBI ATM JAYANAGAR BLR,3499.00,,4756066.29
04/03/2024,NEFT/419437305870/VENKAT RAO/CNRB0226879/38655387778926,,850.00,4756916.29
05/03/2024,ATM/WDL/997415140112/CANARA ATM MYSURU,249.00,,4756667.29
05/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,4757517.29
06/03/2024,NEFT/590393475701/ARJUN MEHTA/CNRB0226879/76839400078331,,11200.00,4768717.29
06/03/2024,IMPS/P2P/22903124/NIKHIL GUPTA/9860472499,,24000.00,4792717.29
06/03/2024,NEFT/344603640102/SANTOSH KUMAR/CNRB0226879/67589153773266,1250.00,,4791467.29
06/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4792667.29
07/03/2024,UPI/DR/588270483380/ROHIT SHARMA/CNRB0226879/rohit987@ybl,5200.00,,4787467.29
07/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,4789967.29
08/03/2024,UPI/DR/669078231134/LATHA MURTHY/CNRB0226879/latha171@okaxis,79.00,,4789888.29
08/03/2024,UPI/DR/6440694091/DEEPAK JOSHI/CNRB0226879/deepak978@ybl,699.00,,4789189.29
08/03/2024,UPI/DR/929664256961/KARTHIK MENON/CNRB0226879/karthik959@okhdfc,249.00,,4788940.29
08/03/2024,CHQ NO 611792 CLEARING,449.00,,4788491.29
10/03/2024,UPI/DR/6588707321/SNEHA PATIL/CNRB0226879/sneha560@paytm,5200.00,,4783291.29
10/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,4783791.29
11/03/2024,UPI/CR/716947573489/PREETHI IYER/CNRB0226879/preethi526@oksbi,,32000.00,4815791.29
11/03/2024,UPI/DR/26542920/TANVI RAO/CNRB0226879/tanvi816@ybl,3499.00,,4812292.29
12/03/2024,NEFT/8180866992/AYESHA KHAN/CNRB0226879/28685498511159,699.00,,4811593.29
12/03/2024,NEFT/8308160547/GOPAL VERMA/CNRB0226879/29739466748279,,7600.00,4819193.29
12/03/2024,UPI/DR/2903490005/AYESHA KHAN/CNRB0226879/ayesha975@okhdfc,5200.00,,4813993.29
12/03/2024,UPI/DR/163058472774/ANAND KUMAR/CNRB0226879/anand845@okhdfc,249.00,,4813744.29
13/03/2024,ATM/WDL/69773943/SBI ATM JAYANAGAR BLR,249.00,,4813495.29
14/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,4845495.29
14/03/2024,NEFT/350353600152/PRIYA NAIR/CNRB0226879/70606026223108,1680.00,,4843815.29
14/03/2024,IMPS/P2P/581005778025/SUSHMA RAO/9392970182,,24000.00,4867815.29
14/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,4868665.29
15/03/2024,UPI/DR/5449565711/SHEELA DEVI/CNRB0226879/sheela298@okhdfc,249.00,,4868416.29
15/03/2024,CHQ NO 057176 CLEARING,310.00,,4868106.29
15/03/2024,CHQ NO 226421 CLEARING,449.00,,4867657.29
16/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4868857.29
16/03/2024,UPI/DR/1750499702/VIKRAM NAIR/CNRB0226879/vikram664@okhdfc,7800.00,,4861057.29
16/03/2024,UPI/DR/900525394114/RAVI KUMAR SHARMA/CNRB0226879/ravi164@oksbi,7800.00,,4853257.29
16/03/2024,UPI/DR/062638506487/SURESH BABU/CNRB0226879/suresh255@oksbi,120.00,,4853137.29
17/03/2024,UPI/DR/47718773/SMITHA PILLAI/CNRB0226879/smitha509@okaxis,699.00,,4852438.29
17/03/2024,ATM/WDL/14607612/SBI ATM JAYANAGAR BLR,1250.00,,4851188.29
17/03/2024,UPI/DR/836690539652/DEEPA NAIR/CNRB0226879/deepa395@okaxis,850.00,,4850338.29
18/03/2024,UPI/DR/84235325/VINAY PATIL/CNRB0226879/vinay870@okaxis,850.00,,4849488.29
18/03/2024,UPI/DR/43927044/MEENA IYER/CNRB0226879/meena886@oksbi,2380.00,,4847108.29
19/03/2024,NEFT/70107092/PRIYA NAIR/CNRB0226879/28376786335039,,18500.00,4865608.29
19/03/2024,ATM/WDL/4021285563/SBI ATM JAYANAGAR BLR,449.00,,4865159.29
20/03/2024,ATM/WDL/920034186387/CANARA ATM MYSURU,3499.00,,4861660.29
20/03/2024,ATM/WDL/561815056474/SBI ATM JAYANAGAR BLR,449.00,,4861211.29
