Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
23/09/2023,UPI/DR/729308841195/SMITHA PILLAI/PUNB0368283/smitha415@paytm,TXN0272748,5200.00,,3668385.52
23/09/2023,UPI/DR/693652433993/KAVYA REDDY/PUNB0368283/kavya587@okhdfc,TXN0272749,999.00,,3667386.52
24/09/2023,CHQ NO 008437 CLEARING,TXN0272750,79.00,,3667307.52
24/09/2023,UPI/DR/83971831/NILESH KULKARNI/PUNB0368283/nilesh565@okhdfc,TXN0272751,3499.00,,3663808.52
25/09/2023,UPI/DR/948885754243/GOPAL VERMA/PUNB0368283/gopal354@oksbi,TXN0272752,7800.00,,3656008.52
25/09/2023,UPI/DR/9872703259/PREETHI IYER/PUNB0368283/preethi163@ybl,TXN0272753,79.00,,3655929.52
25/09/2023,ATM/WDL/27181922/CANARA ATM MYSURU,TXN0272754,1250.00,,3654679.52
25/09/2023,UPI/DR/905507145685/SUNIL YADAV/PUNB0368283/sunil379@ybl,TXN0272755,1680.00,,3652999.52
26/09/2023,UPI/DR/6874857568/SHEELA DEVI/PUNB0368283/sheela518@okaxis,TXN0272756,1250.00,,3651749.52
26/09/2023,NEFT/074172087295/MOHAMMED IRFAN/PUNB0368283/12171216272711,TXN0272757,,7600.00,3659349.52
26/09/2023,UPI/DR/182744123420/SANTOSH KUMAR/PUNB0368283/santosh840@okhdfc,TXN0272758,1250.00,,3658099.52
27/09/2023,CHQ NO 613641 CLEARING,TXN0272759,79.00,,3658020.52
27/09/2023,UPI/DR/43431987/SNEHA PATIL/PUNB0368283/sneha380@oksbi,TXN0272760,999.00,,3657021.52
27/09/2023,CHQ NO 715034 CLEARING,TXN0272761,79.00,,3656942.52
27/09/2023,ATM/WDL/6463915811/HDFC ATM KORAMANGALA,TXN0272762,449.00,,3656493.52
27/09/2023,UPI/CR/5107121343/SUNITA DEVI/PUNB0368283/sunita806@okaxis,TXN0272763,,32000.00,3688493.52
27/09/2023,NEFT/957104504133/RESHMA KHAN/PUNB0368283/38485075319974,TXN0272764,49.00,,3688444.52
28/09/2023,IMPS/P2P/9957143664/LALITHA DEVI/9766493592,TXN0272765,,500.00,3688944.52
28/09/2023,UPI/DR/1849025496/PRAKASH RAO/PUNB0368283/prakash777@okhdfc,TXN0272766,7800.00,,3681144.52
28/09/2023,NEFT/7341922423/KIRAN REDDY/PUNB0368283/30051189123718,TXN0272767,79.00,,3681065.52
28/09/2023,ATM/WDL/08966850/CANARA ATM MYSURU,TXN0272768,7800.00,,3673265.52
28/09/2023,UPI/DR/2554717348/PADMA RAO/PUNB0368283/padma384@okaxis,TXN0272769,999.00,,3672266.52
28/09/2023,NEFT/75696423/VINAY PATIL/PUNB0368283/04916074094581,TXN0272770,3499.00,,3668767.52
29/09/2023,ATM/WDL/910621231613/SBI ATM JAYANAGAR BLR,TXN0272771,999.00,,3667768.52
30/09/2023,UPI/CR/5197822975/FATIMA SHEIKH/PUNB0368283/fatima141@paytm,TXN0272772,,18500.00,3686268.52
01/10/2023,CHQ NO 334296 CLEARING,TXN0272773,2380.00,,3683888.52
01/10/2023,NEFT/6246339702/VIKRAM NAIR/PUNB0368283/94653551943463,TXN0272774,2380.00,,3681508.52
02/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272775,,32000.00,3713508.52
03/10/2023,CHQ NO 010817 CLEARING,TXN0272776,7800.00,,3705708.52
03/10/2023,UPI/DR/584323291799/FAILED/TimeOut/Sneha Patil,TXN0272777,5000.00,,3705708.52
03/10/2023,UPI/DR/4436992898/ANAND KUMAR/PUNB0368283/anand108@paytm,TXN0272778,249.00,,3705459.52
03/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272779,,850.00,3706309.52
04/10/2023,UPI/DR/147780630116/KAVERI MENON/PUNB0368283/kaveri70@paytm,TXN0272780,310.00,,3705999.52
04/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272781,,1200.00,3707199.52
05/10/2023,UPI/DR/42839413/FATIMA SHEIKH/PUNB0368283/fatima398@okhdfc,TXN0272782,7800.00,,3699399.52
05/10/2023,NEFT/924134330879/AYESHA KHAN/PUNB0368283/43656437081304,TXN0272783,,32000.00,3731399.52
06/10/2023,UPI/DR/989493844929/CHANDAN SHARMA/PUNB0368283/chandan813@okaxis,TXN0272784,850.00,,3730549.52
06/10/2023,NEFT/295699865418/ROHIT SHARMA/PUNB0368283/48307026458568,TXN0272785,2380.00,,3728169.52
07/10/2023,IMPS/P2P/9228863472/RAJENDRA PRASAD/8564749074,TXN0272786,,2500.00,3730669.52
08/10/2023,UPI/DR/913945128397/LAKSHMI VENKAT/PUNB0368283/lakshmi124@okaxis,TXN0272787,1680.00,,3728989.52
08/10/2023,UPI/DR/07844439/MOHAMMED IRFAN/PUNB0368283/mohammed732@paytm,TXN0272788,5200.00,,3723789.52
08/10/2023,NEFT/5285361665/SUSHMA RAO/PUNB0368283/12410584796038,TXN0272789,5200.00,,3718589.52
09/10/2023,ATM/WDL/2140664117/HDFC ATM KORAMANGALA,TXN0272790,5200.00,,3713389.52
09/10/2023,UPI/CR/8184960415/LALITHA DEVI/PUNB0368283/lalitha288@okaxis,TXN0272791,,24000.00,3737389.52
09/10/2023,UPI/CR/4780492487/MEENA IYER/PUNB0368283/meena269@ybl,TXN0272792,,2500.00,3739889.52
09/10/2023,IMPS/P2P/33971696/REKHA PILLAI/7526820677,TXN0272793,,32000.00,3771889.52
09/10/2023,IMPS/P2P/045751601738/NILESH KULKARNI/8427972854,TXN0272794,,11200.00,3783089.52
10/10/2023,UPI/DR/45246176/PADMA RAO/PUNB0368283/padma359@okaxis,TXN0272795,999.00,,3782090.52
10/10/2023,NEFT/54079432/TARA SINGH/PUNB0368283/46845139526305,TXN0272796,3499.00,,3778591.52
11/10/2023,IMPS/P2P/7836277349/GEETA DEVI/7425673447,TXN0272797,,1200.00,3779791.52
11/10/2023,ATM/WDL/335013137749/HDFC ATM KORAMANGALA,TXN0272798,249.00,,3779542.52
11/10/2023,ATM/WDL/377574073648/SBI ATM JAYANAGAR BLR,TXN0272799,999.00,,3778543.52
11/10/2023,NEFT/3579911068/RAHUL SINGH/PUNB0368283/46885431907733,TXN0272800,,24000.00,3802543.52
12/10/2023,UPI/DR/85695000/VENKAT RAO/PUNB0368283/venkat57@oksbi,TXN0272801,999.00,,3801544.52
12/10/2023,UPI/DR/2620226280/SANJANA HEGDE/PUNB0368283/sanjana96@oksbi,TXN0272802,49.00,,3801495.52
12/10/2023,UPI/CR/67032167/ARUN SHARMA/PUNB0368283/arun326@okaxis,TXN0272803,,11200.00,3812695.52
12/10/2023,CHQ NO 587912 CLEARING,TXN0272804,310.00,,3812385.52
13/10/2023,UPI/DR/73083591/SHEELA DEVI/PUNB0368283/sheela302@paytm,TXN0272805,3499.00,,3808886.52
14/10/2023,UPI/DR/16990772/GEETA DEVI/PUNB0368283/geeta594@okhdfc,TXN0272806,2380.00,,3806506.52
15/10/2023,UPI/DR/77003793/NAVEEN KUMAR/PUNB0368283/naveen755@ybl,TXN0272807,449.00,,3806057.52
15/10/2023,UPI/DR/40993729/FARHAN KHAN/PUNB0368283/farhan312@paytm,TXN0272808,7800.00,,3798257.52
15/10/2023,ATM/WDL/9635666398/SBI ATM JAYANAGAR BLR,TXN0272809,310.00,,3797947.52
17/10/2023,UPI/DR/2357979741/RANJIT SINGH/PUNB0368283/ranjit187@okaxis,TXN0272810,120.00,,3797827.52
18/10/2023,ATM/WDL/98508772/CANARA ATM MYSURU,TXN0272811,120.00,,3797707.52
18/10/2023,CHQ NO 709707 CLEARING,TXN0272812,7800.00,,3789907.52
18/10/2023,UPI/DR/294135533671/PRIYA NAIR/PUNB0368283/priya598@paytm,TXN0272813,3499.00,,3786408.52
18/10/2023,UPI/DR/68075539/GANESH KUMAR/PUNB0368283/ganesh572@okaxis,TXN0272814,3499.00,,3782909.52
19/10/2023,CHQ NO 868218 CLEARING,TXN0272815,999.00,,3781910.52
20/10/2023,UPI/DR/363258684960/RAHUL SINGH/PUNB0368283/rahul157@oksbi,TXN0272816,249.00,,3781661.52
20/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272817,,7600.00,3789261.52
20/10/2023,UPI/CR/935189349573/RAHUL SINGH/PUNB0368283/rahul69@paytm,TXN0272818,,11200.00,3800461.52
20/10/2023,ATM/WDL/2280610985/HDFC ATM KORAMANGALA,TXN0272819,1250.00,,3799211.52
21/10/2023,IMPS/P2P/630432250470/FATIMA SHEIKH/8303671760,TXN0272820,,24000.00,3823211.52
21/10/2023,NEFT/51027366/ANAND KUMAR/PUNB0368283/51270390478169,TXN0272821,,2500.00,3825711.52
21/10/2023,ATM/WDL/9240678896/CANARA ATM MYSURU,TXN0272822,999.00,,3824712.52
22/10/2023,CHQ NO 491716 CLEARING,TXN0272823,310.00,,3824402.52
22/10/2023,NEFT/53856959/PADMA RAO/PUNB0368283/60945482722365,TXN0272824,7800.00,,3816602.52
22/10/2023,NEFT/815684809394/PADMA RAO/PUNB0368283/57075870358653,TXN0272825,,500.00,3817102.52
22/10/2023,IMPS/P2P/03167949/MALLIKA DAS/7578059680,TXN0272826,,850.00,3817952.52
22/10/2023,NEFT/149167135505/SAVITHA DEVI/PUNB0368283/08743020346235,TXN0272827,,850.00,3818802.52
22/10/2023,ATM/WDL/1934017268/HDFC ATM KORAMANGALA,TXN0272828,120.00,,3818682.52
23/10/2023,UPI/DR/58305688/SURESH NAIR/PUNB0368283/suresh356@paytm,TXN0272829,5200.00,,3813482.52
23/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272830,,850.00,3814332.52
24/10/2023,UPI/DR/68785196/GEETA DEVI/PUNB0368283/geeta792@okhdfc,TXN0272831,1250.00,,3813082.52
24/10/2023,UPI/DR/80031991/REKHA PILLAI/PUNB0368283/rekha547@ybl,TXN0272832,79.00,,3813003.52
24/10/2023,ATM/WDL/6589503006/SBI ATM JAYANAGAR BLR,TXN0272833,120.00,,3812883.52
25/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272834,,4800.00,3817683.52
25/10/2023,NEFT/56322833/LAKSHMI VENKAT/PUNB0368283/00817798600520,TXN0272835,,24000.00,3841683.52
25/10/2023,UPI/DR/93842004/SAVITHA DEVI/PUNB0368283/savitha258@paytm,TXN0272836,49.00,,3841634.52
26/10/2023,UPI/DR/2502525576/PRIYA NAIR/PUNB0368283/priya737@paytm,TXN0272837,120.00,,3841514.52
26/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272838,,32000.00,3873514.52
27/10/2023,NEFT/6568367261/ANAND KUMAR/PUNB0368283/53220879660481,TXN0272839,,2500.00,3876014.52
27/10/2023,NEFT/2841168608/NILESH KULKARNI/PUNB0368283/30335026004551,TXN0272840,999.00,,3875015.52
27/10/2023,NEFT/74290061/SURESH BABU/PUNB0368283/68326784609338,TXN0272841,,32000.00,3907015.52
28/10/2023,CHQ NO 545631 CLEARING,TXN0272842,120.00,,3906895.52
28/10/2023,NEFT/890406164312/SUSHMA RAO/PUNB0368283/54357150650437,TXN0272843,,32000.00,3938895.52
28/10/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272844,,1200.00,3940095.52
28/10/2023,UPI/CR/02776810/DIVYA MENON/PUNB0368283/divya491@oksbi,TXN0272845,,500.00,3940595.52
30/10/2023,UPI/DR/99359940/GOPAL VERMA/PUNB0368283/gopal246@okhdfc,TXN0272846,310.00,,3940285.52
30/10/2023,NEFT/70644960/FATIMA SHEIKH/PUNB0368283/57818573905661,TXN0272847,3499.00,,3936786.52
30/10/2023,UPI/DR/5619906957/POOJA SHARMA/PUNB0368283/pooja721@okaxis,TXN0272848,449.00,,3936337.52
31/10/2023,UPI/DR/79628990/RESHMA KHAN/PUNB0368283/reshma698@oksbi,TXN0272849,449.00,,3935888.52
31/10/2023,UPI/DR/99716618/VINAY PATIL/PUNB0368283/vinay584@oksbi,TXN0272850,449.00,,3935439.52
01/11/2023,UPI/DR/850229259928/AYESHA KHAN/PUNB0368283/ayesha206@oksbi,TXN0272851,7800.00,,3927639.52
01/11/2023,NEFT/698757697449/HARISH MENON/PUNB0368283/78919995430832,TXN0272852,79.00,,3927560.52
01/11/2023,ATM/WDL/71323950/CANARA ATM MYSURU,TXN0272853,999.00,,3926561.52
01/11/2023,UPI/DR/798573707470/ARJUN MEHTA/PUNB0368283/arjun933@ybl,TXN0272854,310.00,,3926251.52
01/11/2023,UPI/CR/6798370448/RAVI KUMAR SHARMA/PUNB0368283/ravi20@ybl,TXN0272855,,11200.00,3937451.52
01/11/2023,CHQ NO 643094 CLEARING,TXN0272856,310.00,,3937141.52
01/11/2023,UPI/DR/042671505392/SANTOSH KUMAR/PUNB0368283/santosh379@okaxis,TXN0272857,1250.00,,3935891.52
02/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272858,,18500.00,3954391.52
02/11/2023,UPI/CR/14883816/NAVEEN KUMAR/PUNB0368283/naveen47@paytm,TXN0272859,,7600.00,3961991.52
02/11/2023,ATM/WDL/205884524027/SBI ATM JAYANAGAR BLR,TXN0272860,5200.00,,3956791.52
02/11/2023,UPI/DR/2358588802/RAHUL SINGH/PUNB0368283/rahul628@okaxis,TXN0272861,699.00,,3956092.52
02/11/2023,IMPS/P2P/473747306174/IMRAN KHAN/8515708327,TXN0272862,,32000.00,3988092.52
02/11/2023,CHQ NO 887467 CLEARING,TXN0272863,699.00,,3987393.52
03/11/2023,UPI/DR/55927830/RAMESH GOWDA/PUNB0368283/ramesh360@paytm,TXN0272864,120.00,,3987273.52
03/11/2023,ATM/WDL/81632938/SBI ATM JAYANAGAR BLR,TXN0272865,79.00,,3987194.52
03/11/2023,UPI/DR/836937823833/LATHA MURTHY/PUNB0368283/latha341@paytm,TXN0272866,249.00,,3986945.52
04/11/2023,UPI/DR/61969971/DEEPA NAIR/PUNB0368283/deepa651@paytm,TXN0272867,249.00,,3986696.52
04/11/2023,ATM/WDL/1780494753/SBI ATM JAYANAGAR BLR,TXN0272868,449.00,,3986247.52
04/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272869,,32000.00,4018247.52
04/11/2023,UPI/DR/286956897747/NILESH KULKARNI/PUNB0368283/nilesh714@okaxis,TXN0272870,49.00,,4018198.52
05/11/2023,UPI/DR/7994612014/FATIMA SHEIKH/PUNB0368283/fatima739@okhdfc,TXN0272871,699.00,,4017499.52
05/11/2023,UPI/CR/72871818/SMITHA PILLAI/PUNB0368283/smitha197@oksbi,TXN0272872,,18500.00,4035999.52
05/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272873,,24000.00,4059999.52
05/11/2023,NEFT/84723056/VINAY PATIL/PUNB0368283/28966859609311,TXN0272874,999.00,,4059000.52
05/11/2023,NEFT/74974507/ARJUN MEHTA/PUNB0368283/61679437996215,TXN0272875,,2500.00,4061500.52
05/11/2023,UPI/CR/52010658/KAVITHA RAO/PUNB0368283/kavitha231@oksbi,TXN0272876,,18500.00,4080000.52
05/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272877,,2500.00,4082500.52
06/11/2023,ATM/WDL/3354894958/HDFC ATM KORAMANGALA,TXN0272878,449.00,,4082051.52
06/11/2023,NEFT/958795468738/KARTHIK MENON/PUNB0368283/09393391343055,TXN0272879,2380.00,,4079671.52
06/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272880,,2500.00,4082171.52
06/11/2023,CHQ NO 658415 CLEARING,TXN0272881,1250.00,,4080921.52
08/11/2023,ATM/WDL/565458740545/HDFC ATM KORAMANGALA,TXN0272882,1250.00,,4079671.52
08/11/2023,ATM/WDL/14788275/SBI ATM JAYANAGAR BLR,TXN0272883,1250.00,,4078421.52
08/11/2023,NEFT/2381446072/PRAKASH RAO/PUNB0368283/10597651410919,TXN0272884,1250.00,,4077171.52
09/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272885,,1200.00,4078371.52
09/11/2023,UPI/DR/12861159/PRAKASH RAO/PUNB0368283/prakash742@oksbi,TXN0272886,7800.00,,4070571.52
09/11/2023,UPI/DR/76570469/TANVI RAO/PUNB0368283/tanvi65@ybl,TXN0272887,7800.00,,4062771.52
10/11/2023,ATM/WDL/1964673166/HDFC ATM KORAMANGALA,TXN0272888,699.00,,4062072.52
11/11/2023,UPI/DR/329027654007/VENKAT RAO/PUNB0368283/venkat249@paytm,TXN0272889,310.00,,4061762.52
11/11/2023,UPI/DR/4640775882/RAVI KUMAR SHARMA/PUNB0368283/ravi402@okhdfc,TXN0272890,2380.00,,4059382.52
11/11/2023,UPI/CR/61922856/ARUN SHARMA/PUNB0368283/arun997@oksbi,TXN0272891,,32000.00,4091382.52
11/11/2023,UPI/DR/1464854586/BINDHU NAIR/PUNB0368283/bindhu199@ybl,TXN0272892,7800.00,,4083582.52
12/11/2023,UPI/CR/8290677877/MALLIKA DAS/PUNB0368283/mallika216@ybl,TXN0272893,,2500.00,4086082.52
13/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272894,,500.00,4086582.52
13/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272895,,11200.00,4097782.52
14/11/2023,NEFT/85132642/PRAKASH RAO/PUNB0368283/36887965707986,TXN0272896,,32000.00,4129782.52
14/11/2023,UPI/DR/60054692/AYESHA KHAN/PUNB0368283/ayesha833@okaxis,TXN0272897,1250.00,,4128532.52
14/11/2023,UPI/DR/15704142/KIRAN REDDY/PUNB0368283/kiran837@oksbi,TXN0272898,120.00,,4128412.52
14/11/2023,UPI/DR/6531809956/BABU LAL/PUNB0368283/babu792@paytm,TXN0272899,49.00,,4128363.52
14/11/2023,UPI/DR/870155644915/GOPAL VERMA/PUNB0368283/gopal334@okaxis,TXN0272900,999.00,,4127364.52
15/11/2023,NEFT/77242831/RESHMA KHAN/PUNB0368283/09278521941177,TXN0272901,310.00,,4127054.52
15/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272902,,500.00,4127554.52
15/11/2023,UPI/CR/10987197/RANJIT SINGH/PUNB0368283/ranjit493@paytm,TXN0272903,,32000.00,4159554.52
15/11/2023,CHQ NO 941080 CLEARING,TXN0272904,49.00,,4159505.52
16/11/2023,UPI/DR/431134431371/REKHA PILLAI/PUNB0368283/rekha399@okaxis,TXN0272905,2380.00,,4157125.52
17/11/2023,CHQ NO 104224 CLEARING,TXN0272906,49.00,,4157076.52
17/11/2023,UPI/DR/8495941246/PRAKASH RAO/PUNB0368283/prakash115@paytm,TXN0272907,2380.00,,4154696.52
17/11/2023,UPI/CR/416626356876/HARISH MENON/PUNB0368283/harish614@okhdfc,TXN0272908,,11200.00,4165896.52
17/11/2023,NEFT/610189022612/SAVITHA DEVI/PUNB0368283/96836496454798,TXN0272909,,11200.00,4177096.52
18/11/2023,UPI/DR/023425269946/ROHIT SHARMA/PUNB0368283/rohit286@paytm,TXN0272910,249.00,,4176847.52
18/11/2023,ATM/WDL/19988632/SBI ATM JAYANAGAR BLR,TXN0272911,850.00,,4175997.52
18/11/2023,UPI/DR/13595111/RAJESH VERMA/PUNB0368283/rajesh237@okaxis,TXN0272912,850.00,,4175147.52
20/11/2023,UPI/DR/3832150085/REKHA PILLAI/PUNB0368283/rekha446@paytm,TXN0272913,120.00,,4175027.52
20/11/2023,UPI/DR/123257279879/ANITHA KRISHNAN/PUNB0368283/anitha420@ybl,TXN0272914,1250.00,,4173777.52
20/11/2023,NEFT/10541757/RAHUL SINGH/PUNB0368283/92518945786786,TXN0272915,,1200.00,4174977.52
21/11/2023,NEFT/8273805086/GOPAL VERMA/PUNB0368283/86226938675591,TXN0272916,,11200.00,4186177.52
21/11/2023,NEFT/013791507699/MEENA IYER/PUNB0368283/59108885249544,TXN0272917,449.00,,4185728.52
21/11/2023,IMPS/P2P/6546492439/KIRAN REDDY/9283668339,TXN0272918,,850.00,4186578.52
21/11/2023,UPI/DR/08299517/VIKRAM NAIR/PUNB0368283/vikram41@oksbi,TXN0272919,310.00,,4186268.52
21/11/2023,UPI/DR/12506509/RESHMA KHAN/PUNB0368283/reshma123@ybl,TXN0272920,5200.00,,4181068.52
21/11/2023,NEFT/664625916236/NADIA HUSSAIN/PUNB0368283/45310195804438,TXN0272921,,11200.00,4192268.52
22/11/2023,UPI/CR/961748138462/NADIA HUSSAIN/PUNB0368283/nadia230@okaxis,TXN0272922,,11200.00,4203468.52
22/11/2023,NEFT/6111138176/ANITHA KRISHNAN/PUNB0368283/65255961220697,TXN0272923,,18500.00,4221968.52
22/11/2023,UPI/DR/40170664/TANVI RAO/PUNB0368283/tanvi41@oksbi,TXN0272924,7800.00,,4214168.52
22/11/2023,UPI/DR/473557858941/VIKRAM NAIR/PUNB0368283/vikram643@okaxis,TXN0272925,310.00,,4213858.52
22/11/2023,UPI/DR/9736852779/LATHA MURTHY/PUNB0368283/latha239@okhdfc,TXN0272926,249.00,,4213609.52
23/11/2023,UPI/DR/7776009379/VIKRAM NAIR/PUNB0368283/vikram770@ybl,TXN0272927,999.00,,4212610.52
23/11/2023,CHQ NO 168752 CLEARING,TXN0272928,699.00,,4211911.52
23/11/2023,ATM/WDL/99526814/SBI ATM JAYANAGAR BLR,TXN0272929,310.00,,4211601.52
24/11/2023,UPI/CR/0076727769/NADIA HUSSAIN/PUNB0368283/nadia392@paytm,TXN0272930,,32000.00,4243601.52
24/11/2023,IMPS/P2P/674437795214/MOHAN DAS/9763318367,TXN0272931,,18500.00,4262101.52
24/11/2023,IMPS/P2P/0551831546/PRAKASH RAO/9318791904,TXN0272932,,11200.00,4273301.52
24/11/2023,NEFT/83414720/AYESHA KHAN/PUNB0368283/47619615180550,TXN0272933,7800.00,,4265501.52
25/11/2023,UPI/DR/5432084920/TANVI RAO/PUNB0368283/tanvi723@paytm,TXN0272934,999.00,,4264502.52
25/11/2023,UPI/DR/680470687160/LATHA MURTHY/PUNB0368283/latha297@ybl,TXN0272935,699.00,,4263803.52
25/11/2023,UPI/DR/9830775660/MEENA IYER/PUNB0368283/meena276@ybl,TXN0272936,1680.00,,4262123.52
25/11/2023,ATM/WDL/05488698/SBI ATM JAYANAGAR BLR,TXN0272937,7800.00,,4254323.52
26/11/2023,UPI/DR/1183508913/MEENA IYER/PUNB0368283/meena91@okhdfc,TXN0272938,7800.00,,4246523.52
26/11/2023,UPI/DR/332264191839/MALLIKA DAS/PUNB0368283/mallika449@okaxis,TXN0272939,999.00,,4245524.52
26/11/2023,UPI/CR/89097152/PRIYA NAIR/PUNB0368283/priya98@paytm,TXN0272940,,24000.00,4269524.52
27/11/2023,UPI/DR/3301427533/ARCHANA PILLAI/PUNB0368283/archana877@oksbi,TXN0272941,999.00,,4268525.52
28/11/2023,UPI/DR/238792454116/SNEHA PATIL/PUNB0368283/sneha329@paytm,TXN0272942,310.00,,4268215.52
28/11/2023,NEFT/0694489304/TARA SINGH/PUNB0368283/11660208579863,TXN0272943,1680.00,,4266535.52
29/11/2023,NEFT/214830979310/PRAKASH RAO/PUNB0368283/21152612883619,TXN0272944,1250.00,,4265285.52
29/11/2023,NEFT/5967290030/SURESH NAIR/PUNB0368283/02281898538602,TXN0272945,120.00,,4265165.52
29/11/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272946,,32000.00,4297165.52
30/11/2023,IMPS/P2P/91667088/MALLIKA DAS/7326760280,TXN0272947,,18500.00,4315665.52
30/11/2023,IMPS/P2P/39157636/USHA RANI/8720455300,TXN0272948,,4800.00,4320465.52
30/11/2023,UPI/CR/480117282038/TARA SINGH/PUNB0368283/tara982@okaxis,TXN0272949,,1200.00,4321665.52
01/12/2023,UPI/CR/892371561559/TANVI RAO/PUNB0368283/tanvi168@okaxis,TXN0272950,,32000.00,4353665.52
01/12/2023,UPI/DR/0410605702/SMITHA PILLAI/PUNB0368283/smitha101@oksbi,TXN0272951,449.00,,4353216.52
02/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272952,,4800.00,4358016.52
03/12/2023,NEFT/33953130/MOHAN DAS/PUNB0368283/40303773336068,TXN0272953,,11200.00,4369216.52
03/12/2023,UPI/DR/0772632430/DEEPAK JOSHI/PUNB0368283/deepak584@okhdfc,TXN0272954,5200.00,,4364016.52
03/12/2023,NEFT/4225853447/SUSHMA RAO/PUNB0368283/55308741804923,TXN0272955,79.00,,4363937.52
03/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272956,,11200.00,4375137.52
03/12/2023,UPI/CR/02046851/VINAY PATIL/PUNB0368283/vinay626@ybl,TXN0272957,,11200.00,4386337.52
03/12/2023,UPI/DR/638221381330/VINAY PATIL/PUNB0368283/vinay141@paytm,TXN0272958,449.00,,4385888.52
03/12/2023,NEFT/7853375389/MOHAN DAS/PUNB0368283/36030217643636,TXN0272959,,1200.00,4387088.52
04/12/2023,NEFT/2610443295/DIVYA MENON/PUNB0368283/54376163818990,TXN0272960,310.00,,4386778.52
04/12/2023,ATM/WDL/66221766/HDFC ATM KORAMANGALA,TXN0272961,249.00,,4386529.52
05/12/2023,NEFT/003593495031/ADITYA KUMAR/PUNB0368283/96322043417423,TXN0272962,850.00,,4385679.52
05/12/2023,CHQ NO 048204 CLEARING,TXN0272963,699.00,,4384980.52
05/12/2023,CHQ NO 596072 CLEARING,TXN0272964,49.00,,4384931.52
05/12/2023,UPI/DR/9351280960/RESHMA KHAN/PUNB0368283/reshma639@okhdfc,TXN0272965,999.00,,4383932.52
05/12/2023,NEFT/92047915/KARTHIK MENON/PUNB0368283/30521922763902,TXN0272966,449.00,,4383483.52
06/12/2023,ATM/WDL/54784813/HDFC ATM KORAMANGALA,TXN0272967,49.00,,4383434.52
06/12/2023,CHQ NO 348099 CLEARING,TXN0272968,850.00,,4382584.52
06/12/2023,ATM/WDL/1201879990/SBI ATM JAYANAGAR BLR,TXN0272969,699.00,,4381885.52
06/12/2023,UPI/DR/7335874535/AYESHA KHAN/PUNB0368283/ayesha398@paytm,TXN0272970,5200.00,,4376685.52
07/12/2023,NEFT/6933364603/GEETA DEVI/PUNB0368283/62745844985835,TXN0272971,,18500.00,4395185.52
07/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272972,,4800.00,4399985.52
07/12/2023,IMPS/P2P/167215358692/GANESH KUMAR/8693530912,TXN0272973,,850.00,4400835.52
08/12/2023,NEFT/05830797/NILESH KULKARNI/PUNB0368283/06359848571599,TXN0272974,2380.00,,4398455.52
08/12/2023,ATM/WDL/6627571931/HDFC ATM KORAMANGALA,TXN0272975,1680.00,,4396775.52
09/12/2023,CHQ NO 213200 CLEARING,TXN0272976,3499.00,,4393276.52
09/12/2023,UPI/DR/176298445410/ADITYA KUMAR/PUNB0368283/aditya294@ybl,TXN0272977,449.00,,4392827.52
09/12/2023,UPI/DR/0824026696/MEERA PILLAI/PUNB0368283/meera145@okaxis,TXN0272978,49.00,,4392778.52
10/12/2023,IMPS/P2P/873798032832/SANJANA HEGDE/8944065150,TXN0272979,,2500.00,4395278.52
10/12/2023,ATM/WDL/47986121/CANARA ATM MYSURU,TXN0272980,1680.00,,4393598.52
11/12/2023,NEFT/8862011653/PRIYA NAIR/PUNB0368283/94295963391861,TXN0272981,999.00,,4392599.52
