Value Date,Transaction Date,Description,Withdrawal Amt (INR Dr),Deposit Amt (INR Cr),Closing Balance
23/12/2022,23/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,2367772.21
23/12/2022,23/12/2022,UPI/DR/68850877/PRIYA NAIR/HDFC0722665/priya940@ybl,999.00,,2366773.21
24/12/2022,24/12/2022,NEFT/1380757716/RAMESH PILLAI/HDFC0722665/81115931867734,79.00,,2366694.21
24/12/2022,24/12/2022,UPI/DR/0533852486/FARHAN KHAN/HDFC0722665/farhan454@okhdfc,79.00,,2366615.21
25/12/2022,24/12/2022,UPI/DR/834415497486/SHAHID KHAN/HDFC0722665/shahid371@okaxis,449.00,,2366166.21
25/12/2022,24/12/2022,UPI/DR/11464921/KAVERI MENON/HDFC0722665/kaveri762@okaxis,7800.00,,2358366.21
24/12/2022,24/12/2022,IMPS/P2P/9484954215/RESHMA KHAN/9013054091,,2500.00,2360866.21
24/12/2022,24/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,2384866.21
25/12/2022,25/12/2022,NEFT/686306271383/ANITHA KRISHNAN/HDFC0722665/61638098565837,449.00,,2384417.21
25/12/2022,25/12/2022,ATM/WDL/286190008438/HDFC ATM KORAMANGALA,79.00,,2384338.21
25/12/2022,25/12/2022,UPI/DR/495500272825/NIKHIL GUPTA/HDFC0722665/nikhil424@paytm,2380.00,,2381958.21
25/12/2022,25/12/2022,UPI/DR/18062224/SNEHA PATIL/HDFC0722665/sneha797@oksbi,1680.00,,2380278.21
26/12/2022,26/12/2022,UPI/DR/609588522546/NADIA HUSSAIN/HDFC0722665/nadia371@ybl,5200.00,,2375078.21
26/12/2022,26/12/2022,UPI/DR/58047276/CHANDAN SHARMA/HDFC0722665/chandan892@oksbi,1250.00,,2373828.21
27/12/2022,27/12/2022,UPI/DR/6137199864/SMITHA PILLAI/HDFC0722665/smitha116@oksbi,3499.00,,2370329.21
27/12/2022,27/12/2022,UPI/DR/1618743913/SUSHMA RAO/HDFC0722665/sushma90@oksbi,699.00,,2369630.21
28/12/2022,27/12/2022,UPI/DR/5439368577/RAMESH PILLAI/HDFC0722665/ramesh996@ybl,449.00,,2369181.21
27/12/2022,27/12/2022,IMPS/P2P/66050067/ARUN SHARMA/7881735739,,2500.00,2371681.21
27/12/2022,27/12/2022,ATM/WDL/4790900721/HDFC ATM KORAMANGALA,449.00,,2371232.21
27/12/2022,27/12/2022,UPI/DR/540655225118/VENKAT RAO/HDFC0722665/venkat204@okaxis,449.00,,2370783.21
27/12/2022,27/12/2022,NEFT/9574508112/DIVYA MENON/HDFC0722665/20097731409170,,11200.00,2381983.21
28/12/2022,27/12/2022,ATM/WDL/075388146839/HDFC ATM KORAMANGALA,1680.00,,2380303.21
27/12/2022,27/12/2022,IMPS/P2P/62393821/CHANDAN SHARMA/9534502624,,1200.00,2381503.21
28/12/2022,28/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,2384003.21
28/12/2022,28/12/2022,UPI/DR/678096145264/PREETHI IYER/HDFC0722665/preethi179@oksbi,5200.00,,2378803.21
28/12/2022,28/12/2022,UPI/CR/41018898/SHAHID KHAN/HDFC0722665/shahid527@okaxis,,32000.00,2410803.21
28/12/2022,28/12/2022,ATM/WDL/647704394844/SBI ATM JAYANAGAR BLR,449.00,,2410354.21
28/12/2022,28/12/2022,ATM/WDL/759010257608/HDFC ATM KORAMANGALA,79.00,,2410275.21
30/12/2022,29/12/2022,NEFT/7423872018/DEEPAK JOSHI/HDFC0722665/12272875672501,,4800.00,2415075.21
29/12/2022,29/12/2022,UPI/DR/639841530964/RESHMA KHAN/HDFC0722665/reshma267@okhdfc,999.00,,2414076.21
29/12/2022,29/12/2022,ATM/WDL/17643654/CANARA ATM MYSURU,3499.00,,2410577.21
29/12/2022,29/12/2022,UPI/DR/300133199535/RANJIT SINGH/HDFC0722665/ranjit550@okhdfc,7800.00,,2402777.21
29/12/2022,29/12/2022,UPI/DR/39878650/ANAND KUMAR/HDFC0722665/anand191@oksbi,120.00,,2402657.21
30/12/2022,30/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,2403507.21
30/12/2022,30/12/2022,ATM/WDL/97413871/HDFC ATM KORAMANGALA,1680.00,,2401827.21
31/12/2022,30/12/2022,UPI/DR/79154868/SUNITA DEVI/HDFC0722665/sunita589@okaxis,1250.00,,2400577.21
30/12/2022,30/12/2022,UPI/DR/2463750912/ARCHANA PILLAI/HDFC0722665/archana639@okaxis,3499.00,,2397078.21
31/12/2022,30/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,2408278.21
31/12/2022,30/12/2022,CHQ NO 164948 CLEARING,249.00,,2408029.21
30/12/2022,30/12/2022,ATM/WDL/284163638668/CANARA ATM MYSURU,120.00,,2407909.21
31/12/2022,31/12/2022,NEFT/910833301929/SHAHID KHAN/HDFC0722665/40374392909034,1250.00,,2406659.21
31/12/2022,31/12/2022,IMPS/P2P/89841684/SUSHMA RAO/9250498766,,32000.00,2438659.21
31/12/2022,31/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2446259.21
01/01/2023,31/12/2022,UPI/DR/152598121858/ADITYA KUMAR/HDFC0722665/aditya355@ybl,249.00,,2446010.21
01/01/2023,01/01/2023,UPI/DR/396374679501/GOPAL VERMA/HDFC0722665/gopal417@oksbi,5200.00,,2440810.21
02/01/2023,01/01/2023,IMPS/P2P/62148372/RAJESH VERMA/7482127047,,24000.00,2464810.21
01/01/2023,01/01/2023,NEFT/8087775154/LAKSHMI VENKAT/HDFC0722665/29727908509862,120.00,,2464690.21
01/01/2023,01/01/2023,NEFT/8737586358/BABU LAL/HDFC0722665/59687680886311,310.00,,2464380.21
02/01/2023,01/01/2023,CHQ NO 784799 CLEARING,120.00,,2464260.21
01/01/2023,01/01/2023,CHQ NO 221270 CLEARING,5200.00,,2459060.21
01/01/2023,01/01/2023,UPI/DR/6817820552/GOPAL VERMA/HDFC0722665/gopal748@ybl,999.00,,2458061.21
01/01/2023,01/01/2023,UPI/DR/720647206562/SNEHA PATIL/HDFC0722665/sneha273@ybl,699.00,,2457362.21
03/01/2023,02/01/2023,NEFT/94111259/TARA SINGH/HDFC0722665/83837765910263,,18500.00,2475862.21
03/01/2023,02/01/2023,NEFT/1058299586/POOJA SHARMA/HDFC0722665/54596620061222,3499.00,,2472363.21
02/01/2023,02/01/2023,UPI/CR/5396950078/RAHUL SINGH/HDFC0722665/rahul289@okaxis,,18500.00,2490863.21
02/01/2023,02/01/2023,NEFT/597478363552/RAMESH PILLAI/HDFC0722665/39823925148237,249.00,,2490614.21
03/01/2023,03/01/2023,NEFT/899871161732/SHEELA DEVI/HDFC0722665/88015146997977,7800.00,,2482814.21
04/01/2023,03/01/2023,UPI/CR/895214784058/ROHIT SHARMA/HDFC0722665/rohit392@paytm,,11200.00,2494014.21
03/01/2023,03/01/2023,UPI/DR/4902207538/RESHMA KHAN/HDFC0722665/reshma288@okhdfc,1680.00,,2492334.21
04/01/2023,03/01/2023,NEFT/1834855965/CHANDAN SHARMA/HDFC0722665/31635180427693,850.00,,2491484.21
03/01/2023,03/01/2023,UPI/CR/9019127205/NAVEEN KUMAR/HDFC0722665/naveen863@ybl,,7600.00,2499084.21
04/01/2023,04/01/2023,CHQ NO 672480 CLEARING,249.00,,2498835.21
04/01/2023,04/01/2023,UPI/CR/582690597102/SMITHA PILLAI/HDFC0722665/smitha999@ybl,,7600.00,2506435.21
04/01/2023,04/01/2023,UPI/DR/255476092429/SAVITHA DEVI/HDFC0722665/savitha689@oksbi,2380.00,,2504055.21
04/01/2023,04/01/2023,NEFT/012773077071/VINAY PATIL/HDFC0722665/08958769016557,79.00,,2503976.21
04/01/2023,04/01/2023,UPI/DR/327860198369/AYESHA KHAN/HDFC0722665/ayesha205@ybl,120.00,,2503856.21
04/01/2023,04/01/2023,CHQ NO 451064 CLEARING,249.00,,2503607.21
06/01/2023,05/01/2023,UPI/DR/38163235/POOJA SHARMA/HDFC0722665/pooja619@paytm,999.00,,2502608.21
05/01/2023,05/01/2023,UPI/DR/206624733196/ROHIT SHARMA/HDFC0722665/rohit718@paytm,3499.00,,2499109.21
06/01/2023,05/01/2023,UPI/CR/581143551747/SUNIL YADAV/HDFC0722665/sunil83@oksbi,,24000.00,2523109.21
06/01/2023,06/01/2023,NEFT/96436982/GANESH KUMAR/HDFC0722665/32704946030214,,850.00,2523959.21
06/01/2023,06/01/2023,NEFT/794209702181/TARA SINGH/HDFC0722665/85680637531086,850.00,,2523109.21
06/01/2023,06/01/2023,NEFT/636607126792/KIRAN REDDY/HDFC0722665/02522885361900,,7600.00,2530709.21
07/01/2023,06/01/2023,UPI/DR/1194443080/RANJIT SINGH/HDFC0722665/ranjit23@okhdfc,3499.00,,2527210.21
06/01/2023,06/01/2023,UPI/DR/816804704843/SHAHID KHAN/HDFC0722665/shahid535@oksbi,2380.00,,2524830.21
06/01/2023,06/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,2548830.21
07/01/2023,07/01/2023,UPI/DR/808727222003/RANJIT SINGH/HDFC0722665/ranjit620@okaxis,999.00,,2547831.21
07/01/2023,07/01/2023,UPI/CR/2204481853/REKHA PILLAI/HDFC0722665/rekha554@okhdfc,,18500.00,2566331.21
07/01/2023,07/01/2023,NEFT/5576233652/ADITYA KUMAR/HDFC0722665/11228940006813,1680.00,,2564651.21
07/01/2023,07/01/2023,CHQ NO 904901 CLEARING,7800.00,,2556851.21
07/01/2023,07/01/2023,NEFT/8719206565/DEEPAK JOSHI/HDFC0722665/08777420343338,,500.00,2557351.21
08/01/2023,07/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,2568551.21
08/01/2023,07/01/2023,UPI/DR/2625567341/ADITYA KUMAR/HDFC0722665/aditya809@ybl,310.00,,2568241.21
07/01/2023,07/01/2023,NEFT/69342039/VINAY PATIL/HDFC0722665/59824963982850,249.00,,2567992.21
08/01/2023,08/01/2023,UPI/DR/701841929692/DEEPA NAIR/HDFC0722665/deepa608@ybl,1250.00,,2566742.21
08/01/2023,08/01/2023,UPI/DR/148709244985/VINAY PATIL/HDFC0722665/vinay658@paytm,79.00,,2566663.21
09/01/2023,08/01/2023,NEFT/506407076291/MEENA IYER/HDFC0722665/55751768962203,1680.00,,2564983.21
08/01/2023,08/01/2023,IMPS/P2P/6035356598/SHAHID KHAN/9788204075,,7600.00,2572583.21
09/01/2023,08/01/2023,ATM/WDL/16803479/SBI ATM JAYANAGAR BLR,120.00,,2572463.21
09/01/2023,08/01/2023,UPI/DR/076592235732/MOHAMMED IRFAN/HDFC0722665/mohammed758@paytm,2380.00,,2570083.21
08/01/2023,08/01/2023,NEFT/561171332462/NIKHIL GUPTA/HDFC0722665/01206285671303,120.00,,2569963.21
09/01/2023,08/01/2023,ATM/WDL/62870323/HDFC ATM KORAMANGALA,449.00,,2569514.21
09/01/2023,09/01/2023,CHQ NO 170203 CLEARING,49.00,,2569465.21
10/01/2023,09/01/2023,UPI/DR/335734494899/ANITHA KRISHNAN/HDFC0722665/anitha140@ybl,249.00,,2569216.21
09/01/2023,09/01/2023,CHQ NO 706976 CLEARING,5200.00,,2564016.21
10/01/2023,10/01/2023,UPI/DR/228561020670/RAVI KUMAR SHARMA/HDFC0722665/ravi374@okhdfc,3499.00,,2560517.21
11/01/2023,10/01/2023,UPI/DR/194523724148/MEENA IYER/HDFC0722665/meena713@ybl,699.00,,2559818.21
11/01/2023,11/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,2561018.21
11/01/2023,11/01/2023,ATM/WDL/0029576625/CANARA ATM MYSURU,79.00,,2560939.21
11/01/2023,11/01/2023,UPI/DR/13190306/BABU LAL/HDFC0722665/babu34@oksbi,5200.00,,2555739.21
11/01/2023,11/01/2023,IMPS/P2P/45207070/RAJESH VERMA/7781003415,,500.00,2556239.21
11/01/2023,11/01/2023,ATM/WDL/944801442764/CANARA ATM MYSURU,7800.00,,2548439.21
11/01/2023,11/01/2023,NEFT/510800899133/ADITYA KUMAR/HDFC0722665/23404197870143,,11200.00,2559639.21
11/01/2023,11/01/2023,ATM/WDL/83615063/CANARA ATM MYSURU,7800.00,,2551839.21
12/01/2023,12/01/2023,UPI/DR/6695347850/TARA SINGH/HDFC0722665/tara904@okhdfc,5200.00,,2546639.21
13/01/2023,12/01/2023,NEFT/09204275/SHAHID KHAN/HDFC0722665/19369023837344,,24000.00,2570639.21
12/01/2023,12/01/2023,UPI/DR/535306812409/MOHAMMED IRFAN/HDFC0722665/mohammed257@okhdfc,850.00,,2569789.21
12/01/2023,12/01/2023,UPI/CR/53675561/SAVITHA DEVI/HDFC0722665/savitha985@okaxis,,850.00,2570639.21
12/01/2023,12/01/2023,NEFT/89346767/RESHMA KHAN/HDFC0722665/53733127695260,,7600.00,2578239.21
12/01/2023,12/01/2023,NEFT/062213153570/GANESH KUMAR/HDFC0722665/95290133652176,310.00,,2577929.21
14/01/2023,13/01/2023,UPI/DR/50489381/SNEHA PATIL/HDFC0722665/sneha898@ybl,850.00,,2577079.21
13/01/2023,13/01/2023,IMPS/P2P/079500828349/GEETA DEVI/7149497370,,850.00,2577929.21
13/01/2023,13/01/2023,IMPS/P2P/100870479500/VIKRAM NAIR/7196043826,,500.00,2578429.21
14/01/2023,13/01/2023,UPI/DR/534375123595/DEEPA NAIR/HDFC0722665/deepa587@paytm,1250.00,,2577179.21
13/01/2023,13/01/2023,IMPS/P2P/4801085056/RAVI KUMAR SHARMA/7849262399,,850.00,2578029.21
15/01/2023,14/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,2596529.21
14/01/2023,14/01/2023,NEFT/706109363957/FATIMA SHEIKH,18500.00,,2578029.21
15/01/2023,14/01/2023,UPI/DR/32434053/RAJENDRA PRASAD/HDFC0722665/rajendra305@paytm,999.00,,2577030.21
14/01/2023,14/01/2023,UPI/CR/975304024163/SUSHMA RAO/HDFC0722665/sushma568@okaxis,,7600.00,2584630.21
14/01/2023,14/01/2023,UPI/DR/07119887/POOJA SHARMA/HDFC0722665/pooja586@oksbi,449.00,,2584181.21
15/01/2023,14/01/2023,UPI/CR/054202956286/GOPAL VERMA/HDFC0722665/gopal874@oksbi,,11200.00,2595381.21
14/01/2023,14/01/2023,UPI/DR/764534423159/LAKSHMI VENKAT/HDFC0722665/lakshmi723@paytm,310.00,,2595071.21
14/01/2023,14/01/2023,ATM/WDL/7349343302/SBI ATM JAYANAGAR BLR,7800.00,,2587271.21
15/01/2023,15/01/2023,NEFT/64352990/RAJESH VERMA/HDFC0722665/35080199406576,49.00,,2587222.21
16/01/2023,15/01/2023,UPI/DR/65107997/ARJUN MEHTA/HDFC0722665/arjun189@okaxis,999.00,,2586223.21
16/01/2023,15/01/2023,NEFT/087571120620/RAHUL SINGH/HDFC0722665/32550243755206,,18500.00,2604723.21
16/01/2023,15/01/2023,CHQ NO 306931 CLEARING,999.00,,2603724.21
15/01/2023,15/01/2023,UPI/CR/035098550317/GANESH KUMAR/HDFC0722665/ganesh909@ybl,,2500.00,2606224.21
15/01/2023,15/01/2023,NEFT/15960005/RAMESH GOWDA/HDFC0722665/54828884753813,120.00,,2606104.21
16/01/2023,15/01/2023,UPI/DR/822171064581/ARJUN MEHTA/HDFC0722665/arjun362@okhdfc,3499.00,,2602605.21
16/01/2023,16/01/2023,REVERSAL-NEFT/PENDING_REV_46617933,,18500.00,2621105.21
16/01/2023,16/01/2023,UPI/CR/27187837/SNEHA PATIL/HDFC0722665/sneha84@oksbi,,32000.00,2653105.21
17/01/2023,16/01/2023,ATM/WDL/5266734695/SBI ATM JAYANAGAR BLR,7800.00,,2645305.21
16/01/2023,16/01/2023,NEFT/8135027759/SUNIL YADAV/HDFC0722665/68351146796577,,18500.00,2663805.21
16/01/2023,16/01/2023,UPI/DR/92899680/SMITHA PILLAI/HDFC0722665/smitha213@paytm,120.00,,2663685.21
17/01/2023,16/01/2023,UPI/DR/653293323174/MALLIKA DAS/HDFC0722665/mallika46@paytm,1250.00,,2662435.21
17/01/2023,16/01/2023,NEFT/0126827932/LALITHA DEVI/HDFC0722665/57075654436641,5200.00,,2657235.21
17/01/2023,17/01/2023,UPI/DR/9429929234/MEENA IYER/HDFC0722665/meena315@oksbi,449.00,,2656786.21
18/01/2023,17/01/2023,IMPS/P2P/8250941642/DEEPAK JOSHI/7475993268,,4800.00,2661586.21
17/01/2023,17/01/2023,UPI/CR/78775958/SUSHMA RAO/HDFC0722665/sushma527@paytm,,4800.00,2666386.21
17/01/2023,17/01/2023,UPI/DR/526524942685/RAHUL SINGH/HDFC0722665/rahul190@okhdfc,850.00,,2665536.21
17/01/2023,17/01/2023,ATM/WDL/57086274/HDFC ATM KORAMANGALA,79.00,,2665457.21
17/01/2023,17/01/2023,CHQ NO 278082 CLEARING,249.00,,2665208.21
17/01/2023,17/01/2023,UPI/CR/73193319/GANESH KUMAR/HDFC0722665/ganesh772@okhdfc,,18500.00,2683708.21
19/01/2023,18/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,2686208.21
18/01/2023,18/01/2023,UPI/DR/263241596582/PREETHI IYER/HDFC0722665/preethi57@paytm,49.00,,2686159.21
18/01/2023,18/01/2023,UPI/CR/81507947/GEETA DEVI/HDFC0722665/geeta554@okhdfc,,24000.00,2710159.21
20/01/2023,19/01/2023,UPI/DR/626588285092/ARCHANA PILLAI/HDFC0722665/archana835@paytm,2380.00,,2707779.21
20/01/2023,19/01/2023,ATM/WDL/790904455556/CANARA ATM MYSURU,2380.00,,2705399.21
19/01/2023,19/01/2023,NEFT/1303080482/MALLIKA DAS/HDFC0722665/88296729863895,,11200.00,2716599.21
19/01/2023,19/01/2023,NEFT/672405864744/ARJUN MEHTA/HDFC0722665/18305791776024,,850.00,2717449.21
20/01/2023,19/01/2023,NEFT/862331026643/REKHA PILLAI/HDFC0722665/51895346543384,,4800.00,2722249.21
20/01/2023,20/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,2740749.21
20/01/2023,20/01/2023,UPI/DR/36557632/ROHIT SHARMA/HDFC0722665/rohit859@okaxis,249.00,,2740500.21
20/01/2023,20/01/2023,NEFT/89021978/ANITHA KRISHNAN/HDFC0722665/53516997755969,999.00,,2739501.21
20/01/2023,20/01/2023,CHQ NO 166175 CLEARING,1250.00,,2738251.21
21/01/2023,21/01/2023,UPI/CR/185763605228/HARISH MENON/HDFC0722665/harish87@ybl,,7600.00,2745851.21
21/01/2023,21/01/2023,UPI/DR/43751131/LAKSHMI VENKAT/HDFC0722665/lakshmi268@oksbi,699.00,,2745152.21
21/01/2023,21/01/2023,ATM/WDL/822721897700/SBI ATM JAYANAGAR BLR,310.00,,2744842.21
21/01/2023,21/01/2023,UPI/DR/37130654/SURESH BABU/HDFC0722665/suresh852@okhdfc,1680.00,,2743162.21
23/01/2023,22/01/2023,UPI/CR/54476765/SANJANA HEGDE/HDFC0722665/sanjana743@paytm,,500.00,2743662.21
23/01/2023,22/01/2023,UPI/DR/915915406290/RANJIT SINGH/HDFC0722665/ranjit396@paytm,79.00,,2743583.21
22/01/2023,22/01/2023,NEFT/943567732053/RANJIT SINGH/HDFC0722665/59057835691250,1680.00,,2741903.21
24/01/2023,23/01/2023,UPI/DR/78335185/ARJUN MEHTA/HDFC0722665/arjun303@okhdfc,79.00,,2741824.21
23/01/2023,23/01/2023,ATM/WDL/698715112186/HDFC ATM KORAMANGALA,120.00,,2741704.21
23/01/2023,23/01/2023,CHQ NO 174017 CLEARING,310.00,,2741394.21
23/01/2023,23/01/2023,UPI/DR/70029767/PREETHI IYER/HDFC0722665/preethi741@paytm,699.00,,2740695.21
23/01/2023,23/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,2741895.21
24/01/2023,23/01/2023,UPI/DR/4975322009/USHA RANI/HDFC0722665/usha484@okhdfc,5200.00,,2736695.21
24/01/2023,24/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,2747895.21
24/01/2023,24/01/2023,UPI/CR/7709794560/DEEPA NAIR/HDFC0722665/deepa914@okhdfc,,4800.00,2752695.21
24/01/2023,24/01/2023,UPI/DR/1622990892/GEETA DEVI/HDFC0722665/geeta318@ybl,120.00,,2752575.21
25/01/2023,24/01/2023,ATM/WDL/602406703875/HDFC ATM KORAMANGALA,1250.00,,2751325.21
24/01/2023,24/01/2023,UPI/DR/014503593816/ANAND KUMAR/HDFC0722665/anand529@ybl,79.00,,2751246.21
24/01/2023,24/01/2023,UPI/DR/82242685/NAVEEN KUMAR/HDFC0722665/naveen244@paytm,1250.00,,2749996.21
24/01/2023,24/01/2023,UPI/DR/01920668/KIRAN REDDY/HDFC0722665/kiran978@okhdfc,999.00,,2748997.21
25/01/2023,24/01/2023,UPI/DR/39305562/KAVYA REDDY/HDFC0722665/kavya297@oksbi,7800.00,,2741197.21
26/01/2023,25/01/2023,ATM/WDL/630337565790/HDFC ATM KORAMANGALA,2380.00,,2738817.21
26/01/2023,25/01/2023,UPI/DR/41489891/DEEPA NAIR/HDFC0722665/deepa508@oksbi,49.00,,2738768.21
25/01/2023,25/01/2023,IMPS/P2P/13998458/KAVITHA RAO/7236459721,,24000.00,2762768.21
25/01/2023,25/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,2765268.21
25/01/2023,25/01/2023,NEFT/27623969/ARCHANA PILLAI/HDFC0722665/42028244249976,2380.00,,2762888.21
26/01/2023,25/01/2023,UPI/CR/3767700896/NILESH KULKARNI/HDFC0722665/nilesh141@okaxis,,4800.00,2767688.21
25/01/2023,25/01/2023,UPI/DR/31321262/AYESHA KHAN/HDFC0722665/ayesha31@paytm,7800.00,,2759888.21
25/01/2023,25/01/2023,UPI/DR/0771212248/NADIA HUSSAIN/HDFC0722665/nadia371@oksbi,3499.00,,2756389.21
26/01/2023,26/01/2023,ATM/WDL/46625186/SBI ATM JAYANAGAR BLR,49.00,,2756340.21
26/01/2023,26/01/2023,UPI/DR/34885691/BINDHU NAIR/HDFC0722665/bindhu749@paytm,7800.00,,2748540.21
26/01/2023,26/01/2023,CHQ NO 539236 CLEARING,3499.00,,2745041.21
27/01/2023,26/01/2023,UPI/CR/7801462483/LALITHA DEVI/HDFC0722665/lalitha698@okhdfc,,7600.00,2752641.21
27/01/2023,26/01/2023,ATM/WDL/2096842240/SBI ATM JAYANAGAR BLR,79.00,,2752562.21
27/01/2023,27/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,2784562.21
28/01/2023,27/01/2023,NEFT/30920348/RESHMA KHAN/HDFC0722665/48365932649690,1250.00,,2783312.21
27/01/2023,27/01/2023,IMPS/P2P/825041691410/ROHIT SHARMA/8544172312,,500.00,2783812.21
27/01/2023,27/01/2023,ATM/WDL/3528369892/SBI ATM JAYANAGAR BLR,249.00,,2783563.21
28/01/2023,28/01/2023,IMPS/P2P/550061817100/VIKRAM NAIR/7130162204,,4800.00,2788363.21
28/01/2023,28/01/2023,UPI/DR/117772501994/NAVEEN KUMAR/HDFC0722665/naveen859@okaxis,1250.00,,2787113.21
28/01/2023,28/01/2023,NEFT/40673021/KARTHIK MENON/HDFC0722665/25575559771801,,850.00,2787963.21
28/01/2023,28/01/2023,IMPS/P2P/4470733876/DIVYA MENON/9332684325,,500.00,2788463.21
28/01/2023,28/01/2023,UPI/DR/048408409936/POOJA SHARMA/HDFC0722665/pooja726@ybl,449.00,,2788014.21
29/01/2023,29/01/2023,IMPS/P2P/57472934/AYESHA KHAN/8990020531,,4800.00,2792814.21
29/01/2023,29/01/2023,NEFT/9382695153/RAMESH PILLAI/HDFC0722665/33285675887807,49.00,,2792765.21
29/01/2023,29/01/2023,UPI/DR/5898851021/SANJANA HEGDE/HDFC0722665/sanjana787@paytm,120.00,,2792645.21
29/01/2023,29/01/2023,CHQ NO 631772 CLEARING,310.00,,2792335.21
29/01/2023,29/01/2023,ATM/WDL/6561858339/SBI ATM JAYANAGAR BLR,449.00,,2791886.21
31/01/2023,30/01/2023,UPI/CR/00162402/SUSHMA RAO/HDFC0722665/sushma78@oksbi,,500.00,2792386.21
31/01/2023,30/01/2023,IMPS/P2P/311751122494/KARTHIK MENON/9678232304,,1200.00,2793586.21
30/01/2023,30/01/2023,IMPS/P2P/5341011834/NIKHIL GUPTA/7530194279,,24000.00,2817586.21
30/01/2023,30/01/2023,CHQ NO 336951 CLEARING,1680.00,,2815906.21
31/01/2023,30/01/2023,IMPS/P2P/99870647/SMITHA PILLAI/8346929678,,32000.00,2847906.21
31/01/2023,30/01/2023,UPI/DR/346132095611/ARJUN MEHTA/HDFC0722665/arjun269@okhdfc,5200.00,,2842706.21
30/01/2023,30/01/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,2850306.21
30/01/2023,30/01/2023,UPI/CR/53135554/KAVYA REDDY/HDFC0722665/kavya519@okaxis,,11200.00,2861506.21
31/01/2023,31/01/2023,ATM/WDL/630131472865/SBI ATM JAYANAGAR BLR,49.00,,2861457.21
01/02/2023,01/02/2023,ATM/WDL/17788443/CANARA ATM MYSURU,2380.00,,2859077.21
01/02/2023,01/02/2023,NEFT/87279837/RAJENDRA PRASAD/HDFC0722665/51446784790471,699.00,,2858378.21
02/02/2023,01/02/2023,UPI/CR/8671183655/RESHMA KHAN/HDFC0722665/reshma510@okaxis,,18500.00,2876878.21
01/02/2023,01/02/2023,CHQ NO 188115 CLEARING,999.00,,2875879.21
01/02/2023,01/02/2023,UPI/CR/8806702584/SURESH NAIR/HDFC0722665/suresh882@ybl,,500.00,2876379.21
01/02/2023,01/02/2023,UPI/CR/97221892/RAMESH PILLAI/HDFC0722665/ramesh975@oksbi,,4800.00,2881179.21
02/02/2023,02/02/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,2913179.21
02/02/2023,02/02/2023,UPI/DR/9619435320/SUNIL YADAV/HDFC0722665/sunil721@okhdfc,79.00,,2913100.21
03/02/2023,02/02/2023,UPI/CR/33104199/SANJANA HEGDE/HDFC0722665/sanjana516@okhdfc,,18500.00,2931600.21
02/02/2023,02/02/2023,NEFT/0942528396/DEEPAK JOSHI/HDFC0722665/03244214698734,,18500.00,2950100.21
02/02/2023,02/02/2023,UPI/DR/01684470/HARISH MENON/HDFC0722665/harish683@okhdfc,1680.00,,2948420.21
02/02/2023,02/02/2023,CHQ NO 118038 CLEARING,79.00,,2948341.21
03/02/2023,02/02/2023,UPI/DR/95783881/KAVYA REDDY/HDFC0722665/kavya418@okhdfc,249.00,,2948092.21
02/02/2023,02/02/2023,UPI/DR/05194331/PRIYA NAIR/HDFC0722665/priya350@oksbi,2380.00,,2945712.21
03/02/2023,03/02/2023,NEFT/358246448224/SHAHID KHAN/HDFC0722665/35416196181397,,500.00,2946212.21
03/02/2023,03/02/2023,UPI/DR/8114751045/SAVITHA DEVI/HDFC0722665/savitha193@ybl,5200.00,,2941012.21
03/02/2023,03/02/2023,CHQ NO 655516 CLEARING,5200.00,,2935812.21
04/02/2023,04/02/2023,IMPS/P2P/6206430748/LALITHA DEVI/9693304546,,850.00,2936662.21
